sample_id,frequency_hz,variant,variant_family,hfield_j_scale,reference_type,rotation,sensor_count,farfield_points,farfield_shape,local_nearfield,local_hfield,model_note,best_power_scale,scaled_power_nmse,max_normalized_abs_error,nmse,correlation,main_lobe_error_deg,peak_error_db,main_lobe_region_threshold,reference_lobe_region_points,predicted_lobe_region_points,main_lobe_region_jaccard,reference_lobe_region_capture,predicted_lobe_region_precision,main_lobe_region_min_capture,true_peak_to_pred_region_error_deg,pred_peak_to_true_region_error_deg,main_lobe_region_error_deg,status
L1_short_dipole_z_1p2G,1200000000.0,eh_love_equivalence_minus_j96,eh_love_equivalence_minus,96.0,real_cst_farfield,identity,96,2664,37x72,data\cst_exports\level1_meshsafe_huygens\L1_short_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\cst_exports\level1_meshsafe_huygens\L1_short_dipole_z_1p2G_level1_local_sphere_r0p35_local_hfield.csv,"J=96*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",0.7070372051589259,0.0007303417569844721,0.12293757818129014,0.004285105084405954,0.998895662765677,134.58230131036078,1.7726525709126362,0.75,864,785,0.9085648148148148,0.9213297045630672,1.0,0.9213297045630672,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,eh_love_equivalence_minus_j96,eh_love_equivalence_minus,96.0,real_cst_farfield,identity,96,2664,37x72,data\cst_exports\level1_meshsafe_huygens\L1_halfwave_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\cst_exports\level1_meshsafe_huygens\L1_halfwave_dipole_z_1p2G_level1_local_sphere_r0p35_local_hfield.csv,"J=96*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",0.02787765049542008,0.0007131984075472481,0.10628866412666693,0.0021511365719848277,0.9990868549511764,0.0,15.715388219606147,0.75,720,665,0.9236111111111112,0.9348678053290925,1.0,0.9348678053290925,0.0,0.0,0.0,strict_pass
