candidate,method,sensor_count,selection_order,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,polarization_channels
full_grid_162,full_grid,162,129,129,6.306922220793979,10.923909725800305,3.14498464279568,76.0,59.99999999999999,13.0,theta;phi
full_grid_162,full_grid,162,130,130,2.1903711006558875,12.422211801365764,3.14498464279568,76.0,80.0,13.0,theta;phi
full_grid_162,full_grid,162,131,131,-2.190371100655886,12.422211801365764,3.14498464279568,76.0,100.0,13.0,theta;phi
full_grid_162,full_grid,162,132,132,-6.306922220793974,10.923909725800307,3.14498464279568,76.0,119.99999999999999,13.0,theta;phi
full_grid_162,full_grid,162,133,133,-9.662765440845659,8.108022917566164,3.14498464279568,76.0,140.0,13.0,theta;phi
full_grid_162,full_grid,162,134,134,-11.853136541501547,4.314188883799604,3.14498464279568,76.0,160.0,13.0,theta;phi
full_grid_162,full_grid,162,135,135,-12.613844441587954,1.544750422033332e-15,3.14498464279568,76.0,180.0,13.0,theta;phi
full_grid_162,full_grid,162,136,136,-11.853136541501549,-4.314188883799601,3.14498464279568,76.0,200.0,13.0,theta;phi
full_grid_162,full_grid,162,137,137,-9.66276544084566,-8.10802291756616,3.14498464279568,76.0,220.0,13.0,theta;phi
full_grid_162,full_grid,162,138,138,-6.306922220793983,-10.923909725800304,3.14498464279568,76.0,239.99999999999997,13.0,theta;phi
full_grid_162,full_grid,162,139,139,-2.1903711006558866,-12.422211801365764,3.14498464279568,76.0,260.0,13.0,theta;phi
full_grid_162,full_grid,162,140,140,2.190371100655882,-12.422211801365764,3.14498464279568,76.0,280.0,13.0,theta;phi
full_grid_162,full_grid,162,141,141,6.306922220793979,-10.923909725800305,3.14498464279568,76.0,300.0,13.0,theta;phi
full_grid_162,full_grid,162,142,142,9.662765440845659,-8.108022917566164,3.14498464279568,76.0,320.0,13.0,theta;phi
full_grid_162,full_grid,162,143,143,11.853136541501543,-4.314188883799611,3.14498464279568,76.0,339.99999999999994,13.0,theta;phi
full_grid_162,full_grid,162,144,144,12.968332653377715,0.0,0.906834158673628,86.0,0.0,13.0,theta;phi
full_grid_162,full_grid,162,145,145,12.186246498275978,4.435430992803196,0.906834158673628,86.0,20.0,13.0,theta;phi
full_grid_162,full_grid,162,146,146,9.93431916563839,8.335883547884556,0.906834158673628,86.0,40.0,13.0,theta;phi
full_grid_162,full_grid,162,147,147,6.484166326688859,11.230905522552355,0.906834158673628,86.0,59.99999999999999,13.0,theta;phi
full_grid_162,full_grid,162,148,148,2.2519273326375884,12.771314540687753,0.906834158673628,86.0,80.0,13.0,theta;phi
full_grid_162,full_grid,162,149,149,-2.251927332637587,12.771314540687753,0.906834158673628,86.0,100.0,13.0,theta;phi
full_grid_162,full_grid,162,150,150,-6.484166326688855,11.230905522552357,0.906834158673628,86.0,119.99999999999999,13.0,theta;phi
full_grid_162,full_grid,162,151,151,-9.934319165638389,8.33588354788456,0.906834158673628,86.0,140.0,13.0,theta;phi
full_grid_162,full_grid,162,152,152,-12.186246498275976,4.435430992803198,0.906834158673628,86.0,160.0,13.0,theta;phi
full_grid_162,full_grid,162,153,153,-12.968332653377715,1.5881627074237119e-15,0.906834158673628,86.0,180.0,13.0,theta;phi
full_grid_162,full_grid,162,154,154,-12.186246498275978,-4.435430992803195,0.906834158673628,86.0,200.0,13.0,theta;phi
full_grid_162,full_grid,162,155,155,-9.93431916563839,-8.335883547884556,0.906834158673628,86.0,220.0,13.0,theta;phi
full_grid_162,full_grid,162,156,156,-6.484166326688863,-11.230905522552353,0.906834158673628,86.0,239.99999999999997,13.0,theta;phi
full_grid_162,full_grid,162,157,157,-2.251927332637587,-12.771314540687753,0.906834158673628,86.0,260.0,13.0,theta;phi
full_grid_162,full_grid,162,158,158,2.2519273326375826,-12.771314540687754,0.906834158673628,86.0,280.0,13.0,theta;phi
full_grid_162,full_grid,162,159,159,6.484166326688859,-11.230905522552355,0.906834158673628,86.0,300.0,13.0,theta;phi
full_grid_162,full_grid,162,160,160,9.934319165638387,-8.33588354788456,0.906834158673628,86.0,320.0,13.0,theta;phi
full_grid_162,full_grid,162,161,161,12.186246498275974,-4.435430992803204,0.906834158673628,86.0,339.99999999999994,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,0,0,1.3588700224794952,0.0,12.928784639787553,6.000000000000001,0.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,1,153,-12.968332653377715,1.5881627074237119e-15,0.906834158673628,86.0,180.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,2,148,2.2519273326375884,12.771314540687753,0.906834158673628,86.0,80.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,3,158,2.2519273326375826,-12.771314540687754,0.906834158673628,86.0,280.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,4,144,12.968332653377715,0.0,0.906834158673628,86.0,0.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,5,79,-7.163601337928604,6.010975240556964,9.030558815966963,46.00000000000001,140.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,6,83,-7.163601337928605,-6.010975240556962,9.030558815966963,46.00000000000001,220.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,7,92,8.256035132704271,6.9276360348388195,7.269507745119707,56.00000000000001,40.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,8,106,8.25603513270427,-6.927636034838824,7.269507745119707,56.00000000000001,320.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,9,151,-9.934319165638389,8.33588354788456,0.906834158673628,86.0,140.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,10,156,-6.484166326688863,-11.230905522552353,0.906834158673628,86.0,239.99999999999997,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,11,58,1.3268818929611037,7.525121156330236,10.517220926874316,36.00000000000001,80.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,12,68,1.3268818929611006,-7.525121156330238,10.517220926874316,36.00000000000001,280.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,13,72,9.351417404402465,0.0,9.030558815966963,46.00000000000001,0.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,14,45,-5.698824908258007,6.979047682799377e-16,11.68432260188917,26.000000000000004,180.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,15,99,-10.777488443215542,1.3198616724831505e-15,7.269507745119707,56.00000000000001,180.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,16,146,9.93431916563839,8.335883547884556,0.906834158673628,86.0,40.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,17,160,9.934319165638387,-8.33588354788456,0.906834158673628,86.0,320.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,18,113,-2.0622615511620137,11.695666442401746,5.287576359985403,66.0,100.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,19,121,-2.062261551162014,-11.695666442401746,5.287576359985403,66.0,260.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,20,48,-2.849412454129006,-4.935327142270956,11.68432260188917,26.000000000000004,239.99999999999997,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,21,42,-2.849412454129002,4.935327142270958,11.68432260188917,26.000000000000004,119.99999999999999,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,22,134,-11.853136541501547,4.314188883799604,3.14498464279568,76.0,160.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,23,136,-11.853136541501549,-4.314188883799601,3.14498464279568,76.0,200.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,24,127,11.853136541501549,4.314188883799601,3.14498464279568,76.0,20.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,25,129,6.306922220793979,10.923909725800305,3.14498464279568,76.0,59.99999999999999,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,26,141,6.306922220793979,-10.923909725800305,3.14498464279568,76.0,300.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,27,143,11.853136541501543,-4.314188883799611,3.14498464279568,76.0,339.99999999999994,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,28,52,4.365553153279065,-3.6631340408012774,11.68432260188917,26.000000000000004,320.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,29,38,4.365553153279065,3.6631340408012756,11.68432260188917,26.000000000000004,40.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,30,132,-6.306922220793974,10.923909725800307,3.14498464279568,76.0,119.99999999999999,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,31,94,1.8714912279907818,10.613754176878139,7.269507745119707,56.00000000000001,80.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,32,104,1.8714912279907772,-10.613754176878139,7.269507745119707,56.00000000000001,280.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,33,119,-9.097613477728077,-7.633804113755079,5.287576359985403,66.0,220.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,34,108,11.876090949353811,0.0,5.287576359985403,66.0,0.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,35,115,-9.097613477728075,7.633804113755081,5.287576359985403,66.0,140.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,36,149,-2.251927332637587,12.771314540687753,0.906834158673628,86.0,100.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,37,155,-9.93431916563839,-8.335883547884556,0.906834158673628,86.0,220.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,38,157,-2.251927332637587,-12.771314540687753,0.906834158673628,86.0,260.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,39,96,-5.3887442216077694,9.333578780817861,7.269507745119707,56.00000000000001,119.99999999999999,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,40,102,-5.3887442216077766,-9.33357878081786,7.269507745119707,56.00000000000001,239.99999999999997,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,41,36,5.698824908258007,0.0,11.68432260188917,26.000000000000004,0.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,42,98,-10.127526360695052,3.68611814203932,7.269507745119707,56.00000000000001,160.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,43,100,-10.127526360695054,-3.6861181420393176,7.269507745119707,56.00000000000001,200.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,44,91,10.127526360695054,3.6861181420393185,7.269507745119707,56.00000000000001,20.0,13.0,theta;phi
geometric_farthest_120,geometric_farthest,120,45,93,5.388744221607773,9.333578780817861,7.269507745119707,56.00000000000001,59.99999999999999,13.0,theta;phi
