sensor_id,node_id,component,probe_x_m,probe_y_m,probe_z_m,cst_probe_item,item_x_m,item_y_m,item_z_m,distance_m,status,result_ids,result_id,frequency_index,n_points,target_frequency_ghz,selected_frequency_ghz,frequency_error_ghz,h_real,h_imag,error
28,28,Hx,-0.108242687555,-0.300942246012,4.1421875,1D Results\Probes\H-Field\H-Field (-0.108243 -0.300942 4.14219)(X) [1],-0.108243,-0.300942,4.14219,2.531431172618e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.237158815035e-12,-1.187616065450e-11,
28,28,Hy,-0.108242687555,-0.300942246012,4.1421875,1D Results\Probes\H-Field\H-Field (-0.108243 -0.300942 4.14219)(Y) [1],-0.108243,-0.300942,4.14219,2.531431172618e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.964848886189e-06,3.931464082244e-06,
28,28,Hz,-0.108242687555,-0.300942246012,4.1421875,1D Results\Probes\H-Field\H-Field (-0.108243 -0.300942 4.14219)(Z) [1],-0.108243,-0.300942,4.14219,2.531431172618e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.505042731072e-05,8.553665619863e-06,
29,29,Hx,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\H-Field\H-Field (0.285881 0.150251 4.1349)(X) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-8.102701732083e-12,3.531343676998e-11,
29,29,Hy,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\H-Field\H-Field (0.285881 0.150251 4.1349)(Y) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.724289181890e-06,3.741517696669e-06,
29,29,Hz,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\H-Field\H-Field (0.285881 0.150251 4.1349)(Z) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.458522363576e-06,-4.148921780009e-06,
30,30,Hx,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\H-Field\H-Field (-0.315145 0.0830712 4.1276)(X) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.258508260399e-11,-3.456202743545e-11,
30,30,Hy,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\H-Field\H-Field (-0.315145 0.0830712 4.1276)(Y) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.314565352161e-06,3.626430125653e-06,
30,30,Hz,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\H-Field\H-Field (-0.315145 0.0830712 4.1276)(Z) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-4.453442600867e-06,-2.334774804702e-06,
31,31,Hx,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\H-Field\H-Field (0.177758 -0.276454 4.12031)(X) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.913825393646e-12,2.090947457989e-11,
31,31,Hy,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\H-Field\H-Field (0.177758 -0.276454 4.12031)(Y) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.977639664716e-06,3.255425744140e-06,
31,31,Hz,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\H-Field\H-Field (0.177758 -0.276454 4.12031)(Z) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.374246124398e-05,7.632627696123e-06,
32,32,Hx,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\H-Field\H-Field (0.0561058 0.326464 4.11302)(X) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.182933109136e-13,6.852589855965e-12,
32,32,Hy,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\H-Field\H-Field (0.0561058 0.326464 4.11302)(Y) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.810964479540e-06,3.020596107804e-06,
32,32,Hz,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\H-Field\H-Field (0.0561058 0.326464 4.11302)(Z) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.618048614510e-05,-9.049051543589e-06,
33,33,Hx,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\H-Field\H-Field (-0.26379 -0.204294 4.10573)(X) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,8.235066110069e-12,-2.381574603253e-11,
33,33,Hy,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\H-Field\H-Field (-0.26379 -0.204294 4.10573)(Y) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.491775014476e-06,2.974569904328e-06,
33,33,Hz,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\H-Field\H-Field (-0.26379 -0.204294 4.10573)(Z) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,9.793463308033e-06,5.155800225558e-06,
34,34,Hx,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\H-Field\H-Field (0.334725 -0.0277313 4.09844)(X) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.926835569828e-12,3.114553577603e-11,
34,34,Hy,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\H-Field\H-Field (0.334725 -0.0277313 4.09844)(Y) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.013018760351e-06,2.711204063635e-06,
34,34,Hz,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\H-Field\H-Field (0.334725 -0.0277313 4.09844)(Z) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.636489231891e-06,7.270033522831e-07,
35,35,Hx,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\H-Field\H-Field (-0.229477 0.248058 4.09115)(X) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,8.080715300310e-12,-1.823772698794e-11,
35,35,Hy,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\H-Field\H-Field (-0.229477 0.248058 4.09115)(Y) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.776198943080e-06,2.473926345144e-06,
35,35,Hz,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\H-Field\H-Field (-0.229477 0.248058 4.09115)(Z) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.200740108329e-05,-6.304304712897e-06,
36,36,Hx,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\H-Field\H-Field (0.00165767 -0.339802 4.08385)(X) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.746333890887e-12,1.003827628314e-12,
36,36,Hy,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\H-Field\H-Field (0.00165767 -0.339802 4.08385)(Y) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.596439374843e-06,2.195108146041e-06,
36,36,Hz,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\H-Field\H-Field (0.00165767 -0.339802 4.08385)(Z) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.645900932710e-05,9.252918099521e-06,
37,37,Hx,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\H-Field\H-Field (0.229464 0.252951 4.07656)(X) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.184783347845e-12,1.700765869489e-11,
37,37,Hy,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\H-Field\H-Field (0.229464 0.252951 4.07656)(Y) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.107955166230e-06,2.006615159602e-06,
37,37,Hz,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\H-Field\H-Field (0.229464 0.252951 4.07656)(Z) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.236850175501e-05,-6.378611829583e-06,
38,38,Hx,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\H-Field\H-Field (-0.341613 -0.0316606 4.06927)(X) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,7.045341723100e-12,-2.150288646173e-11,
38,38,Hy,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\H-Field\H-Field (-0.341613 -0.0316606 4.06927)(Y) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.674609642084e-06,1.822289764369e-06,
38,38,Hz,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\H-Field\H-Field (-0.341613 -0.0316606 4.06927)(Z) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.873485107313e-06,8.328470242554e-07,
39,39,Hx,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\H-Field\H-Field (0.27439 -0.208252 4.06198)(X) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.909675978556e-12,1.591762444466e-11,
39,39,Hy,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\H-Field\H-Field (0.27439 -0.208252 4.06198)(Y) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.419358160670e-06,1.692837364562e-06,
39,39,Hz,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\H-Field\H-Field (0.27439 -0.208252 4.06198)(Z) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.008888924372e-05,5.372056483337e-06,
40,40,Hx,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\H-Field\H-Field (-0.0618748 0.340119 4.05469)(X) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.594452785421e-12,-2.519008418574e-12,
40,40,Hy,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\H-Field\H-Field (-0.0618748 0.340119 4.05469)(Y) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.103537421432e-06,1.331308975538e-06,
40,40,Hz,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\H-Field\H-Field (-0.0618748 0.340119 4.05469)(Z) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.665629615968e-05,-9.548747256211e-06,
41,41,Hx,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\H-Field\H-Field (-0.184695 -0.293499 4.0474)(X) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.925084846270e-12,-7.864615584621e-12,
41,41,Hy,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\H-Field\H-Field (-0.184695 -0.293499 4.0474)(Y) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.663359149538e-06,1.068185856649e-06,
41,41,Hz,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\H-Field\H-Field (-0.184695 -0.293499 4.0474)(Z) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.449251429516e-05,8.537046323333e-06,
42,42,Hx,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\H-Field\H-Field (0.33533 0.0919 4.0401)(X) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.248867877437e-12,1.316091795718e-11,
42,42,Hy,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\H-Field\H-Field (0.33533 0.0919 4.0401)(Y) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.194132188185e-06,1.012596774199e-06,
42,42,Hz,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\H-Field\H-Field (0.33533 0.0919 4.0401)(Z) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-4.805615813196e-06,-2.535802493191e-06,
43,43,Hx,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\H-Field\H-Field (-0.310019 0.159097 4.03281)(X) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.218414457790e-12,-9.181654120654e-12,
43,43,Hy,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\H-Field\H-Field (-0.310019 0.159097 4.03281)(Y) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.854080893099e-06,8.537620519941e-07,
43,43,Hz,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\H-Field\H-Field (-0.310019 0.159097 4.03281)(Z) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.724930990687e-06,-4.516822210450e-06,
44,44,Hx,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\H-Field\H-Field (0.121342 -0.327299 4.02552)(X) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-9.897277176197e-14,3.032348911763e-12,
44,44,Hy,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\H-Field\H-Field (0.121342 -0.327299 4.02552)(Y) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.500982830066e-06,5.783243404364e-07,
44,44,Hz,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\H-Field\H-Field (0.121342 -0.327299 4.02552)(Z) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.584667669009e-05,9.754351719960e-06,
45,45,Hx,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\H-Field\H-Field (0.131786 0.323729 4.01823)(X) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.587598001719e-13,2.709572218984e-12,
45,45,Hy,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\H-Field\H-Field (0.131786 0.323729 4.01823)(Y) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.087729904675e-06,4.206667454910e-07,
45,45,Hz,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\H-Field\H-Field (0.131786 0.323729 4.01823)(Z) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.587344167062e-05,-9.603879245398e-06,
46,46,Hx,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\H-Field\H-Field (-0.316125 -0.149818 4.01094)(X) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,8.803921265971e-13,-3.203282046703e-12,
46,46,Hy,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\H-Field\H-Field (-0.316125 -0.149818 4.01094)(Y) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.198250190361e-07,2.842174130596e-07,
46,46,Hz,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\H-Field\H-Field (-0.316125 -0.149818 4.01094)(Z) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,7.076876373171e-06,4.215047474276e-06,
47,47,Hx,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\H-Field\H-Field (0.334446 -0.103113 4.00365)(X) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.922591517456e-13,1.276060585031e-12,
47,47,Hy,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\H-Field\H-Field (0.334446 -0.103113 4.00365)(Y) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.092859462905e-07,9.476075434869e-08,
47,47,Hz,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\H-Field\H-Field (0.334446 -0.103113 4.00365)(Z) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.128078386850e-06,2.941219580289e-06,
48,48,Hx,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\H-Field\H-Field (-0.176958 0.301948 3.99635)(X) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.092163287558e-13,7.832371553003e-13,
48,48,Hy,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\H-Field\H-Field (-0.176958 0.301948 3.99635)(Y) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.166681558709e-07,-8.369382470261e-08,
48,48,Hz,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\H-Field\H-Field (-0.176958 0.301948 3.99635)(Z) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.487900188520e-05,-8.745689830218e-06,
49,49,Hx,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\H-Field\H-Field (-0.0734474 -0.342032 3.98906)(X) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.700184650086e-13,5.088538921929e-13,
49,49,Hy,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\H-Field\H-Field (-0.0734474 -0.342032 3.98906)(Y) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.300111210585e-06,-5.104121170858e-07,
49,49,Hz,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\H-Field\H-Field (-0.0734474 -0.342032 3.98906)(Z) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.641835090293e-05,1.010392527254e-05,
50,50,Hx,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\H-Field\H-Field (0.284949 0.202415 3.98177)(X) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,7.488514885925e-13,-5.162738745061e-12,
50,50,Hy,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\H-Field\H-Field (0.284949 0.202415 3.98177)(Y) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.079163944766e-06,-4.888793538898e-07,
50,50,Hz,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\H-Field\H-Field (0.284949 0.202415 3.98177)(Z) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-9.689496979143e-06,-5.474027844788e-06,
51,51,Hx,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\H-Field\H-Field (-0.346389 0.0431697 3.97448)(X) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.135863188403e-12,1.629910950214e-11,
51,51,Hy,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\H-Field\H-Field (-0.346389 0.0431697 3.97448)(Y) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.386619185813e-06,-7.160488300905e-07,
51,51,Hz,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\H-Field\H-Field (-0.346389 0.0431697 3.97448)(Z) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.251357772613e-06,-1.303274705023e-06,
52,52,Hx,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\H-Field\H-Field (0.22586 -0.26535 3.96719)(X) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,7.209531654725e-13,-7.318876259936e-12,
52,52,Hy,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\H-Field\H-Field (0.22586 -0.26535 3.96719)(Y) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.852759593424e-06,-7.479365539528e-07,
52,52,Hz,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\H-Field\H-Field (0.22586 -0.26535 3.96719)(Z) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.330994082346e-05,7.254168010202e-06,
53,53,Hx,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\H-Field\H-Field (0.0126711 0.347464 3.9599)(X) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-6.633473054056e-13,-8.551277323093e-13,
53,53,Hy,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\H-Field\H-Field (0.0126711 0.347464 3.9599)(Y) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-4.633656014508e-06,-1.913332459334e-06,
53,53,Hz,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\H-Field\H-Field (0.0126711 0.347464 3.9599)(Z) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.624746160565e-05,-1.136045762194e-05,
54,54,Hx,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\H-Field\H-Field (-0.243407 -0.246995 3.9526)(X) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.188649874358e-12,1.012072942125e-11,
54,54,Hy,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\H-Field\H-Field (-0.243407 -0.246995 3.9526)(Y) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.643856640537e-06,-1.147440081264e-06,
54,54,Hz,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\H-Field\H-Field (-0.243407 -0.246995 3.9526)(Z) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.224305969083e-05,6.588684001683e-06,
55,55,Hx,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\H-Field\H-Field (0.34525 0.0176529 3.94531)(X) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.448624340931e-12,-3.675112847127e-11,
55,55,Hy,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\H-Field\H-Field (0.34525 0.0176529 3.94531)(Y) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.913832961390e-06,-1.504472085143e-06,
55,55,Hz,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\H-Field\H-Field (0.34525 0.0176529 3.94531)(Z) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-8.647464209227e-07,-5.290102894750e-07,
56,56,Hx,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\H-Field\H-Field (-0.265551 0.219411 3.93802)(X) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.564982734569e-12,1.479573088847e-11,
56,56,Hy,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\H-Field\H-Field (-0.265551 0.219411 3.93802)(Y) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.440746940412e-06,-1.640619733974e-06,
56,56,Hz,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\H-Field\H-Field (-0.265551 0.219411 3.93802)(Z) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.054771632182e-05,-5.644126331040e-06,
