sample_id,frequency_hz,theta_deg,phi_deg,reference_power,predicted_power,reference_power_norm,predicted_power_norm,predicted_e_theta_real,predicted_e_theta_imag,predicted_e_phi_real,predicted_e_phi_imag
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,0.0,1.4982333865309286e-06,7.439607689862742e-05,0.0006918506270439654,0.0009371635330430137,0.008201132752441269,0.0012763444631768766,-0.0018992975043719952,0.0013788082813308627
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,5.0,1.4982333678150453e-06,7.17624798626085e-05,0.0006918506184013896,0.0009039882473858121,0.00804056856772561,0.0013913540023941925,-0.0019106941066155474,0.0012349571009867967
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,10.0,1.498233348423578e-06,6.914505519784754e-05,0.0006918506094468443,0.0008710166842529373,0.007879806555006117,0.001495506376716924,-0.0019094544053360886,0.0010821961026873986
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,14.999999999999998,1.49823332848103e-06,6.655702840673837e-05,0.0006918506002378222,0.0008384154446140417,0.007719632531906615,0.001588188905282448,-0.0018956308298571686,0.0009211632521438349
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,20.0,1.498233308103166e-06,6.401139289351345e-05,0.0006918505908277809,0.0008063482057102436,0.007560821924740197,0.0016687825012975434,-0.0018692891489369536,0.0007525209345334239
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,25.0,1.4982332874019758e-06,6.152107762366865e-05,0.0006918505812684349,0.000774977833051228,0.0074041508834843195,0.00173665713991146,-0.0018305069425613928,0.0005769693491825254
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,29.999999999999996,1.4982332664881867e-06,5.909911576916215e-05,0.0006918505716109153,0.0007444685048300971,0.0072504074861911546,0.0017911716609479733,-0.001779376064931652,0.0003952618801638196
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,35.0,1.498233245477374e-06,5.675879438101308e-05,0.0006918505619085925,0.0007149875973413531,0.007100401799344579,0.0018316783981087452,-0.0017160089957410276,0.00020822113561067023
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,40.0,1.4982332244934894e-06,5.4513766719337553e-05,0.0006918505522187046,0.0006867070999965536,0.006954973658712721,0.0018575327095743627,-0.001640548582925598,1.6754279210798154e-05
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,45.0,1.4982332036716958e-06,5.23781125756756e-05,0.0006918505426036666,0.0006598043752015435,0.006814997263517004,0.0018681070851034214,-0.0015531803482411954,-0.0001781336530673473
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,50.0,1.4982331831611733e-06,5.0366337191566036e-05,0.0006918505331323666,0.0006344621447337986,0.006681382001076716,0.0018628091683365062,-0.001454146300345762,-0.00037532957091911936
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,55.0,1.498233163124407e-06,4.849330544647056e-05,0.0006918505238798366,0.0006108676607111097,0.006555069292229326,0.0018411027922836114,-0.0013437591046614474,-0.0005736061344055024
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,59.99999999999999,1.4982331437341929e-06,4.677411401063695e-05,0.00069185051492587,0.0005892110951078119,0.006437025617030311,0.0018025309962017668,-0.00122241550068467,-0.0007716200928891213
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,65.0,1.4982331251714542e-06,4.52239093251166e-05,0.0006918505063540129,0.0005696832468584792,0.006328232194971688,0.0017467399690479493,-0.0010906080202837433,-0.0009679154086300884
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,70.0,1.4982331076185916e-06,4.385766296292026e-05,0.000691850498248494,0.0005524727120940216,0.006229672015455114,0.0016735029284459858,-0.0009489343115805808,-0.0011609311622846038
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,75.0,1.498233091253419e-06,4.2689917784533075e-05,0.0006918504906914237,0.0005377626864758365,0.006142315020200011,0.0015827430624744425,-0.0007981036671830528,-0.0013490140517342258
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,80.0,1.4982330762414442e-06,4.173451829034896e-05,0.00069185048375923,0.0005257275684593701,0.006067102227370177,0.0014745547985031704,-0.0006389406439771838,-0.001530435184081345
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,85.0,1.4982330627318754e-06,4.100433695736066e-05,0.0006918504775208136,0.0005165295119715554,0.006004929474753931,0.0013492227843271735,-0.0004723858996988692,-0.001703410813811591
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,90.0,1.4982330508494884e-06,4.051100564573739e-05,0.0006918504720337935,0.0005103150429533627,0.00595663127959637,0.0012072380480368467,-0.0002994945266827599,-0.0018661266753708765
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,95.0,1.4982330406933722e-06,4.026465801951876e-05,0.0006918504673439264,0.0005072118146466014,0.005922965107609214,0.0010493108329988582,-0.00012143221954986867,-0.002016765565297306
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,100.0,1.4982330323335367e-06,4.0273686024271094e-05,0.0006918504634835416,0.0005073255399555522,0.005904596157620429,0.0008763795881723843,6.0530425232446306e-05,-0.0021535378159533583
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,105.00000000000001,1.4982330258127554e-06,4.0544511367026635e-05,0.0006918504604723908,0.0005107371127915796,0.005902082638285534,0.0006896155508728348,0.0002450252934488768,-0.002274714244787629
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,110.0,1.498233021147354e-06,4.1081372019449055e-05,0.0006918504583180129,0.0005174999186645497,0.005915861464225665,0.0004904223183569791,0.0004305957902070996,-0.0023786610457675788
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,115.0,1.4982330183327626e-06,4.1886124117653735e-05,0.0006918504570182977,0.0005276373392251115,0.005946234338217991,0.00028042980000328194,0.0006157076532362447,-0.00246387591523344
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,119.99999999999999,1.4982330173466429e-06,4.295806110106667e-05,0.0006918504565629296,0.0005411404739662563,0.005993354303885603,6.148200388804717e-05,0.0007987617803704586,-0.0025290244899130406
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,125.00000000000001,1.498233018156861e-06,4.429375412296059e-05,0.0006918504569370703,0.0005579661298830953,0.006057213023892711,-0.0001643817385447692,0.0009781093537953988,-0.00257297595056698
L1_halfwave_dipole_z_1p2G,1200000000.0,2.0,130.0,1.4982330207243587e-06,4.5886920150230195e-05,0.0006918504581226832,0.0005780351599325499,0.006137629226740964,-0.0003949522619133633,0.0011520695015134197,-0.002594836449523833
