priority_order,candidate,layout_role,role_reason,candidate_method,layout_sensor_count,selection_order,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,e_theta_x,e_theta_y,e_theta_z,e_phi_x,e_phi_y,e_phi_z,tradeoff_status,lmax,lambda_reg,min_correlation,max_nmse,max_basis_condition
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,0,0,1.3588700224794952,0.0,12.928784639787551,6.000000000000001,0.0,13.0,0.9945218953682732,0.0,-0.1045284632676534,-0.0,1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,1,1,1.276920132731163,0.4647609198493916,12.928784639787551,6.000000000000001,20.0,13.0,0.9345448862875816,0.3401465211943725,-0.1045284632676534,-0.3420201433256687,0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,2,2,1.040954829641378,0.8734648136242886,12.928784639787551,6.000000000000001,40.0,13.0,0.7618479715070194,0.6392663519046988,-0.1045284632676534,-0.6427876096865393,0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,3,3,0.6794350112397477,1.1768159599083738,12.928784639787551,6.000000000000001,59.99999999999999,13.0,0.4972609476841367,0.8612812260087741,-0.1045284632676534,-0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,4,4,0.2359653030897851,1.3382257334736802,12.928784639787551,6.000000000000001,80.0,13.0,0.1726969147805623,0.9794128730990714,-0.1045284632676534,-0.984807753012208,0.1736481776669304,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,5,5,-0.2359653030897849,1.3382257334736802,12.928784639787551,6.000000000000001,100.0,13.0,-0.1726969147805621,0.9794128730990714,-0.1045284632676534,-0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,6,6,-0.6794350112397473,1.176815959908374,12.928784639787551,6.000000000000001,120.0,13.0,-0.4972609476841364,0.8612812260087742,-0.1045284632676534,-0.8660254037844387,-0.4999999999999998,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,7,7,-1.040954829641378,0.8734648136242887,12.928784639787551,6.000000000000001,140.0,13.0,-0.7618479715070193,0.639266351904699,-0.1045284632676534,-0.6427876096865395,-0.7660444431189779,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,8,8,-1.2769201327311628,0.4647609198493918,12.928784639787551,6.000000000000001,160.0,13.0,-0.9345448862875816,0.3401465211943727,-0.1045284632676534,-0.3420201433256689,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,9,9,-1.3588700224794952,1.6641358234868055e-16,12.928784639787551,6.000000000000001,180.0,13.0,-0.9945218953682732,1.2179380558447151e-16,-0.1045284632676534,-1.2246467991473532e-16,-1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,10,10,-1.276920132731163,-0.4647609198493915,12.928784639787551,6.000000000000001,200.0,13.0,-0.9345448862875816,-0.3401465211943725,-0.1045284632676534,0.3420201433256686,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,11,11,-1.040954829641378,-0.8734648136242886,12.928784639787551,6.000000000000001,220.0,13.0,-0.7618479715070194,-0.6392663519046988,-0.1045284632676534,0.6427876096865393,-0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,12,12,-0.6794350112397481,-1.1768159599083736,12.928784639787551,6.000000000000001,240.0,13.0,-0.4972609476841371,-0.861281226008774,-0.1045284632676534,0.8660254037844385,-0.5000000000000004,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,13,13,-0.2359653030897849,-1.3382257334736802,12.928784639787551,6.000000000000001,260.0,13.0,-0.1726969147805622,-0.9794128730990714,-0.1045284632676534,0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,14,14,0.2359653030897844,-1.3382257334736802,12.928784639787551,6.000000000000001,280.0,13.0,0.1726969147805618,-0.9794128730990715,-0.1045284632676534,0.984807753012208,0.1736481776669299,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,15,15,0.6794350112397477,-1.1768159599083738,12.928784639787551,6.000000000000001,300.0,13.0,0.4972609476841367,-0.8612812260087741,-0.1045284632676534,0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,16,16,1.0409548296413778,-0.873464813624289,12.928784639787551,6.000000000000001,320.0,13.0,0.7618479715070192,-0.6392663519046992,-0.1045284632676534,0.6427876096865396,0.7660444431189778,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,17,17,1.2769201327311628,-0.4647609198493926,12.928784639787551,6.000000000000001,339.99999999999994,13.0,0.9345448862875814,-0.3401465211943733,-0.1045284632676534,0.3420201433256694,0.939692620785908,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,18,18,3.5832856256209897,0.0,12.496402047198146,16.000000000000004,0.0,13.0,0.9612616959383188,0.0,-0.2756373558169992,-0.0,1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,19,19,3.367187060564261,1.2255558632516994,12.496402047198146,16.000000000000004,20.0,13.0,0.903290522317386,0.3287708630182992,-0.2756373558169992,-0.3420201433256687,0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,20,20,2.74495604161507,2.3032916021170515,12.496402047198146,16.000000000000004,40.0,13.0,0.7363691805566739,0.6178871078154209,-0.2756373558169992,-0.6427876096865393,0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,21,21,1.791642812810495,3.103216380803392,12.496402047198146,16.000000000000004,59.99999999999999,13.0,0.4806308479691595,0.8324770483674968,-0.2756373558169992,-0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,22,22,0.6222310189491915,3.528847465368751,12.496402047198146,16.000000000000004,80.0,13.0,0.166921341760712,0.9466579708337202,-0.2756373558169992,-0.984807753012208,0.1736481776669304,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,23,23,-0.6222310189491912,3.528847465368751,12.496402047198146,16.000000000000004,100.0,13.0,-0.1669213417607119,0.9466579708337202,-0.2756373558169992,-0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,24,24,-1.7916428128104942,3.103216380803393,12.496402047198146,16.000000000000004,120.0,13.0,-0.4806308479691592,0.8324770483674969,-0.2756373558169992,-0.8660254037844387,-0.4999999999999998,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,25,25,-2.74495604161507,2.303291602117052,12.496402047198146,16.000000000000004,140.0,13.0,-0.7363691805566738,0.6178871078154211,-0.2756373558169992,-0.6427876096865395,-0.7660444431189779,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,26,26,-3.367187060564261,1.2255558632517,12.496402047198146,16.000000000000004,160.0,13.0,-0.9032905223173858,0.3287708630182994,-0.2756373558169992,-0.3420201433256689,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,27,27,-3.5832856256209897,4.388259271847466e-16,12.496402047198146,16.000000000000004,180.0,13.0,-0.9612616959383188,1.1772060590738186e-16,-0.2756373558169992,-1.2246467991473532e-16,-1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,28,28,-3.367187060564261,-1.2255558632516992,12.496402047198146,16.000000000000004,200.0,13.0,-0.903290522317386,-0.3287708630182991,-0.2756373558169992,0.3420201433256686,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,29,29,-2.74495604161507,-2.3032916021170515,12.496402047198146,16.000000000000004,220.0,13.0,-0.7363691805566739,-0.6178871078154209,-0.2756373558169992,0.6427876096865393,-0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,30,30,-1.7916428128104964,-3.103216380803392,12.496402047198146,16.000000000000004,240.0,13.0,-0.4806308479691599,-0.8324770483674967,-0.2756373558169992,0.8660254037844385,-0.5000000000000004,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,31,31,-0.6222310189491913,-3.528847465368751,12.496402047198146,16.000000000000004,260.0,13.0,-0.1669213417607119,-0.9466579708337202,-0.2756373558169992,0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,32,32,0.62223101894919,-3.528847465368752,12.496402047198146,16.000000000000004,280.0,13.0,0.1669213417607116,-0.9466579708337204,-0.2756373558169992,0.984807753012208,0.1736481776669299,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,33,33,1.791642812810495,-3.103216380803392,12.496402047198146,16.000000000000004,300.0,13.0,0.4806308479691595,-0.8324770483674968,-0.2756373558169992,0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,34,34,2.7449560416150693,-2.3032916021170524,12.496402047198146,16.000000000000004,320.0,13.0,0.7363691805566737,-0.6178871078154212,-0.2756373558169992,0.6427876096865396,0.7660444431189778,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,35,35,3.36718706056426,-1.225555863251702,12.496402047198146,16.000000000000004,339.99999999999994,13.0,0.9032905223173856,-0.3287708630182999,-0.2756373558169992,0.3420201433256694,0.939692620785908,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,36,36,5.698824908258007,0.0,11.68432260188917,26.000000000000004,0.0,13.0,0.8987940462991669,0.0,-0.4383711467890774,-0.0,1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,37,37,5.355143713440981,1.9491129119102943,11.68432260188917,26.000000000000004,20.0,13.0,0.8445901329136353,0.3074056685354988,-0.4383711467890774,-0.3420201433256687,0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,38,38,4.365553153279065,3.663134040801276,11.68432260188917,26.000000000000004,40.0,13.0,0.6885161846758983,0.5777336766211342,-0.4383711467890774,-0.6427876096865393,0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,39,39,2.849412454129004,4.935327142270957,11.68432260188917,26.000000000000004,59.99999999999999,13.0,0.4493970231495836,0.7783784768652854,-0.4383711467890774,-0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,40,40,0.9895905601619148,5.61224695271157,11.68432260188917,26.000000000000004,80.0,13.0,0.156073948237737,0.8851393451566331,-0.4383711467890774,-0.984807753012208,0.1736481776669304,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,41,41,-0.9895905601619142,5.61224695271157,11.68432260188917,26.000000000000004,100.0,13.0,-0.1560739482377369,0.8851393451566331,-0.4383711467890774,-0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,42,42,-2.849412454129002,4.935327142270958,11.68432260188917,26.000000000000004,120.0,13.0,-0.4493970231495832,0.7783784768652855,-0.4383711467890774,-0.8660254037844387,-0.4999999999999998,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,43,43,-4.365553153279065,3.663134040801277,11.68432260188917,26.000000000000004,140.0,13.0,-0.6885161846758981,0.5777336766211344,-0.4383711467890774,-0.6427876096865395,-0.7660444431189779,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,44,44,-5.35514371344098,1.9491129119102952,11.68432260188917,26.000000000000004,160.0,13.0,-0.8445901329136352,0.3074056685354989,-0.4383711467890774,-0.3420201433256689,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,45,45,-5.698824908258007,6.979047682799377e-16,11.68432260188917,26.000000000000004,180.0,13.0,-0.8987940462991669,1.1007052518929728e-16,-0.4383711467890774,-1.2246467991473532e-16,-1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,46,46,-5.355143713440981,-1.9491129119102943,11.68432260188917,26.000000000000004,200.0,13.0,-0.8445901329136353,-0.3074056685354987,-0.4383711467890774,0.3420201433256686,-0.9396926207859084,0.0,,,,,,
