priority_order,candidate,layout_role,role_reason,candidate_method,layout_sensor_count,selection_order,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,e_theta_x,e_theta_y,e_theta_z,e_phi_x,e_phi_y,e_phi_z,tradeoff_status,lmax,lambda_reg,min_correlation,max_nmse,max_basis_condition
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,47,47,-4.365553153279065,-3.663134040801276,11.68432260188917,26.000000000000004,220.0,13.0,-0.6885161846758983,-0.5777336766211342,-0.4383711467890774,0.6427876096865393,-0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,48,48,-2.849412454129006,-4.935327142270956,11.68432260188917,26.000000000000004,240.0,13.0,-0.4493970231495838,-0.7783784768652854,-0.4383711467890774,0.8660254037844385,-0.5000000000000004,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,49,49,-0.9895905601619144,-5.61224695271157,11.68432260188917,26.000000000000004,260.0,13.0,-0.1560739482377369,-0.8851393451566331,-0.4383711467890774,0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,50,50,0.9895905601619122,-5.612246952711571,11.68432260188917,26.000000000000004,280.0,13.0,0.1560739482377366,-0.8851393451566332,-0.4383711467890774,0.984807753012208,0.1736481776669299,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,51,51,2.849412454129004,-4.935327142270957,11.68432260188917,26.000000000000004,300.0,13.0,0.4493970231495836,-0.7783784768652854,-0.4383711467890774,0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,52,52,4.365553153279065,-3.663134040801277,11.68432260188917,26.000000000000004,320.0,13.0,0.688516184675898,-0.5777336766211345,-0.4383711467890774,0.6427876096865396,0.7660444431189778,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,53,53,5.355143713440978,-1.9491129119102983,11.68432260188917,26.000000000000004,339.99999999999994,13.0,0.8445901329136349,-0.3074056685354994,-0.4383711467890774,0.3420201433256694,0.939692620785908,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,54,54,7.641208279802152,0.0,10.517220926874316,36.00000000000001,0.0,13.0,0.8090169943749473,0.0,-0.5877852522924732,-0.0,1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,55,55,7.180387034418268,2.6134471510392188,10.517220926874316,36.00000000000001,20.0,13.0,0.7602272997045328,0.2767001083690212,-0.5877852522924732,-0.3420201433256687,0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,56,56,5.853505141457164,4.911674005291018,10.517220926874316,36.00000000000001,40.0,13.0,0.6197429729297459,0.5200261000100608,-0.5877852522924732,-0.6427876096865393,0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,57,57,3.820604139901077,6.617480485916654,10.517220926874316,36.00000000000001,59.99999999999999,13.0,0.4045084971874738,0.7006292692220366,-0.5877852522924732,-0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,58,58,1.3268818929611037,7.525121156330236,10.517220926874316,36.00000000000001,80.0,13.0,0.1404843267747869,0.796726208379082,-0.5877852522924732,-0.984807753012208,0.1736481776669304,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,59,59,-1.326881892961103,7.525121156330236,10.517220926874316,36.00000000000001,100.0,13.0,-0.1404843267747868,0.796726208379082,-0.5877852522924732,-0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,60,60,-3.8206041399010746,6.617480485916656,10.517220926874316,36.00000000000001,120.0,13.0,-0.4045084971874735,0.7006292692220367,-0.5877852522924732,-0.8660254037844387,-0.4999999999999998,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,61,61,-5.853505141457163,4.91167400529102,10.517220926874316,36.00000000000001,140.0,13.0,-0.6197429729297458,0.520026100010061,-0.5877852522924732,-0.6427876096865395,-0.7660444431189779,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,62,62,-7.180387034418266,2.61344715103922,10.517220926874316,36.00000000000001,160.0,13.0,-0.7602272997045327,0.2767001083690213,-0.5877852522924732,-0.3420201433256689,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,63,63,-7.641208279802152,9.357781261477957e-16,10.517220926874316,36.00000000000001,180.0,13.0,-0.8090169943749473,9.907600726170916e-17,-0.5877852522924732,-1.2246467991473532e-16,-1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,64,64,-7.180387034418268,-2.6134471510392183,10.517220926874316,36.00000000000001,200.0,13.0,-0.7602272997045328,-0.2767001083690211,-0.5877852522924732,0.3420201433256686,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,65,65,-5.853505141457164,-4.911674005291018,10.517220926874316,36.00000000000001,220.0,13.0,-0.6197429729297459,-0.5200261000100608,-0.5877852522924732,0.6427876096865393,-0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,66,66,-3.82060413990108,-6.617480485916653,10.517220926874316,36.00000000000001,240.0,13.0,-0.404508497187474,-0.7006292692220366,-0.5877852522924732,0.8660254037844385,-0.5000000000000004,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,67,67,-1.3268818929611033,-7.525121156330236,10.517220926874316,36.00000000000001,260.0,13.0,-0.1404843267747868,-0.796726208379082,-0.5877852522924732,0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,68,68,1.3268818929611006,-7.525121156330238,10.517220926874316,36.00000000000001,280.0,13.0,0.1404843267747865,-0.7967262083790821,-0.5877852522924732,0.984807753012208,0.1736481776669299,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,69,69,3.820604139901077,-6.617480485916654,10.517220926874316,36.00000000000001,300.0,13.0,0.4045084971874738,-0.7006292692220366,-0.5877852522924732,0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,70,70,5.853505141457162,-4.91167400529102,10.517220926874316,36.00000000000001,320.0,13.0,0.6197429729297457,-0.520026100010061,-0.5877852522924732,0.6427876096865396,0.7660444431189778,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,71,71,7.180387034418265,-2.613447151039224,10.517220926874316,36.00000000000001,339.99999999999994,13.0,0.7602272997045325,-0.2767001083690218,-0.5877852522924732,0.3420201433256694,0.939692620785908,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,72,72,9.351417404402463,0.0,9.030558815966964,46.00000000000001,0.0,13.0,0.6946583704589971,0.0,-0.7193398003386512,-0.0,1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,73,73,8.78745792880591,3.198373120951884,9.030558815966964,46.00000000000001,20.0,13.0,0.6527653446874835,0.2375871554267616,-0.7193398003386512,-0.3420201433256687,0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,74,74,7.163601337928605,6.010975240556962,9.030558815966964,46.00000000000001,40.0,13.0,0.5321391845561992,0.4465177934960852,-0.7193398003386512,-0.6427876096865393,0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,75,75,4.675708702201233,8.098565033604473,9.030558815966964,46.00000000000001,59.99999999999999,13.0,0.3473291852294986,0.6015917957689931,-0.7193398003386512,-0.8660254037844386,0.5000000000000001,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,76,76,1.6238565908773046,9.209348361508846,9.030558815966964,46.00000000000001,80.0,13.0,0.1206261601312843,0.684104948922847,-0.7193398003386512,-0.984807753012208,0.1736481776669304,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,77,77,-1.6238565908773035,9.209348361508846,9.030558815966964,46.00000000000001,100.0,13.0,-0.1206261601312842,0.684104948922847,-0.7193398003386512,-0.984807753012208,-0.1736481776669303,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,78,78,-4.675708702201231,8.098565033604473,9.030558815966964,46.00000000000001,120.0,13.0,-0.3473291852294984,0.6015917957689932,-0.7193398003386512,-0.8660254037844387,-0.4999999999999998,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,79,79,-7.163601337928604,6.010975240556964,9.030558815966964,46.00000000000001,140.0,13.0,-0.5321391845561991,0.4465177934960854,-0.7193398003386512,-0.6427876096865395,-0.7660444431189779,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,80,80,-8.78745792880591,3.198373120951886,9.030558815966964,46.00000000000001,160.0,13.0,-0.6527653446874834,0.2375871554267618,-0.7193398003386512,-0.3420201433256689,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,81,81,-9.351417404402463,1.145218339179233e-15,9.030558815966964,46.00000000000001,180.0,13.0,-0.6946583704589971,8.507111498835272e-17,-0.7193398003386512,-1.2246467991473532e-16,-1.0,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,82,82,-8.78745792880591,-3.198373120951884,9.030558815966964,46.00000000000001,200.0,13.0,-0.6527653446874835,-0.2375871554267616,-0.7193398003386512,0.3420201433256686,-0.9396926207859084,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,83,83,-7.163601337928605,-6.010975240556962,9.030558815966964,46.00000000000001,220.0,13.0,-0.5321391845561992,-0.4465177934960852,-0.7193398003386512,0.6427876096865393,-0.766044443118978,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,84,84,-4.675708702201237,-8.098565033604471,9.030558815966964,46.00000000000001,240.0,13.0,-0.3473291852294989,-0.601591795768993,-0.7193398003386512,0.8660254037844385,-0.5000000000000004,0.0,,,,,,
1,full_grid_162,full_grid_reference,First true near-field CST export should keep all 162 sensors as the monitor-confirmed reference.,full_grid,162,85,85,-1.6238565908773035,-9.209348361508846,9.030558815966964,46.00000000000001,260.0,13.0,-0.1206261601312842,-0.684104948922847,-0.7193398003386512,0.984807753012208,-0.1736481776669303,0.0,,,,,,
