sensor_id,sample_surface,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,e_theta_x,e_theta_y,e_theta_z,e_phi_x,e_phi_y,e_phi_z,intended_monitor_kind,coordinate_unit,angle_unit,field_components_required
82,upper_hemisphere_2pi,-8.78745792880591,-3.198373120951884,9.030558815966964,46.00000000000001,200.0,13.0,-0.6527653446874835,-0.2375871554267616,-0.7193398003386512,0.3420201433256686,-0.9396926207859084,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
83,upper_hemisphere_2pi,-7.163601337928605,-6.010975240556962,9.030558815966964,46.00000000000001,220.0,13.0,-0.5321391845561992,-0.4465177934960852,-0.7193398003386512,0.6427876096865393,-0.766044443118978,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
84,upper_hemisphere_2pi,-4.675708702201237,-8.098565033604471,9.030558815966964,46.00000000000001,240.0,13.0,-0.3473291852294989,-0.601591795768993,-0.7193398003386512,0.8660254037844385,-0.5000000000000004,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
85,upper_hemisphere_2pi,-1.6238565908773035,-9.209348361508846,9.030558815966964,46.00000000000001,260.0,13.0,-0.1206261601312842,-0.684104948922847,-0.7193398003386512,0.984807753012208,-0.1736481776669303,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
86,upper_hemisphere_2pi,1.6238565908773004,-9.209348361508848,9.030558815966964,46.00000000000001,280.0,13.0,0.120626160131284,-0.684104948922847,-0.7193398003386512,0.984807753012208,0.1736481776669299,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
87,upper_hemisphere_2pi,4.675708702201233,-8.098565033604473,9.030558815966964,46.00000000000001,300.0,13.0,0.3473291852294986,-0.6015917957689931,-0.7193398003386512,0.8660254037844386,0.5000000000000001,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
88,upper_hemisphere_2pi,7.163601337928604,-6.010975240556965,9.030558815966964,46.00000000000001,320.0,13.0,0.532139184556199,-0.4465177934960855,-0.7193398003386512,0.6427876096865396,0.7660444431189778,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
89,upper_hemisphere_2pi,8.787457928805907,-3.198373120951891,9.030558815966964,46.00000000000001,339.99999999999994,13.0,0.6527653446874833,-0.2375871554267621,-0.7193398003386512,0.3420201433256694,0.939692620785908,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
90,upper_hemisphere_2pi,10.777488443215542,0.0,7.269507745119707,56.00000000000001,0.0,13.0,0.5591929034707467,0.0,-0.8290375725550417,-0.0,1.0,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
91,upper_hemisphere_2pi,10.127526360695054,3.686118142039319,7.269507745119707,56.00000000000001,20.0,13.0,0.5254694449873074,0.1912552369917616,-0.8290375725550417,-0.3420201433256687,0.9396926207859084,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
92,upper_hemisphere_2pi,8.256035132704271,6.92763603483882,7.269507745119707,56.00000000000001,40.0,13.0,0.4283666163353326,0.3594422697756369,-0.8290375725550417,-0.6427876096865393,0.766044443118978,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
93,upper_hemisphere_2pi,5.388744221607773,9.33357878081786,7.269507745119707,56.00000000000001,59.99999999999999,13.0,0.2795964517353734,0.484275260021646,-0.8290375725550417,-0.8660254037844386,0.5000000000000001,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
94,upper_hemisphere_2pi,1.8714912279907816,10.61375417687814,7.269507745119707,56.00000000000001,80.0,13.0,0.0971028286519748,0.5506975067673986,-0.8290375725550417,-0.984807753012208,0.1736481776669304,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
95,upper_hemisphere_2pi,-1.8714912279907807,10.61375417687814,7.269507745119707,56.00000000000001,100.0,13.0,-0.0971028286519748,0.5506975067673986,-0.8290375725550417,-0.984807753012208,-0.1736481776669303,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
96,upper_hemisphere_2pi,-5.3887442216077694,9.33357878081786,7.269507745119707,56.00000000000001,120.0,13.0,-0.2795964517353732,0.484275260021646,-0.8290375725550417,-0.8660254037844387,-0.4999999999999998,0.0,true_nearfield_field_monitor,m,deg,Ex;Ey;Ez complex
