sample_id,field_kind,field_label,frequency_hz,project_path,project_exists,project_size_bytes,result_dir,result_dir_exists,probe_csv,probe_count,expected_contract_rows,target_export_path,target_export_exists,target_rows,target_has_required_columns,missing_contract_columns,status,blockers
L1_short_dipole_x_1p2G,e,E-Field,1200000000,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,True,39034,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96,True,data\cst_meshsafe_huygens_source_family_solver_safe_pilot\solver_safe_probe_96.csv,96,288,data\cst_exports\level1_meshsafe_huygens_source_family\L1_short_dipole_x_1p2G_level1_local_sphere_r0p35_local_efield.csv,True,288,True,,target_contract_complete,
