sensor_id,node_id,component,probe_x_m,probe_y_m,probe_z_m,cst_probe_item,item_x_m,item_y_m,item_z_m,distance_m,status,result_ids,result_id,frequency_index,n_points,target_frequency_ghz,selected_frequency_ghz,frequency_error_ghz,e_real,e_imag,error
28,28,Ey,-0.108242687555,-0.300942246012,4.1421875,1D Results\Probes\E-Field\E-Field (-0.108243 -0.300942 4.14219)(Y) [1],-0.108243,-0.300942,4.14219,2.531431172618e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.894925657340e-03,-5.484034307279e-04,
28,28,Ez,-0.108242687555,-0.300942246012,4.1421875,1D Results\Probes\E-Field\E-Field (-0.108243 -0.300942 4.14219)(Z) [1],-0.108243,-0.300942,4.14219,2.531431172618e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,8.934740830410e-04,2.591884176395e-04,
29,29,Ex,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\E-Field\E-Field (0.285881 0.150251 4.1349)(X) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.644675969112e-03,1.921117264096e-03,
29,29,Ey,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\E-Field\E-Field (0.285881 0.150251 4.1349)(Y) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.491990690109e-03,-7.138567834229e-04,
29,29,Ez,0.285880715676,0.150250892024,4.13489583333,1D Results\Probes\E-Field\E-Field (0.285881 0.150251 4.1349)(Z) [1],0.285881,0.150251,4.1349,4.177755120111e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.242593230662e-03,-6.421886099895e-04,
30,30,Ex,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\E-Field\E-Field (-0.315145 0.0830712 4.1276)(X) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.018840991701e-04,1.749368199970e-03,
30,30,Ey,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\E-Field\E-Field (-0.315145 0.0830712 4.1276)(Y) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.596294382702e-03,4.041914128431e-04,
30,30,Ez,-0.315144969724,0.0830712026353,4.12760416667,1D Results\Probes\E-Field\E-Field (-0.315145 0.0830712 4.1276)(Z) [1],-0.315145,0.0830712,4.1276,4.166780828294e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.367981044235e-03,6.513546952360e-04,
31,31,Ex,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\E-Field\E-Field (0.177758 -0.276454 4.12031)(X) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.336369461503e-03,2.896246814905e-03,
31,31,Ey,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\E-Field\E-Field (0.177758 -0.276454 4.12031)(Y) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.999991891906e-03,8.573314514800e-04,
31,31,Ez,0.177757907471,-0.276454388056,4.1203125,1D Results\Probes\E-Field\E-Field (0.177758 -0.276454 4.12031)(Z) [1],0.177758,-0.276454,4.12031,2.531629726975e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.288259517523e-03,-3.654399968773e-04,
32,32,Ex,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\E-Field\E-Field (0.0561058 0.326464 4.11302)(X) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.177895683467e-03,3.272513254207e-03,
32,32,Ey,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\E-Field\E-Field (0.0561058 0.326464 4.11302)(Y) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.012722103802e-03,-3.106367438652e-04,
32,32,Ez,0.0561057877891,0.326463522938,4.11302083333,1D Results\Probes\E-Field\E-Field (0.0561058 0.326464 4.11302)(Z) [1],0.0561058,0.326464,4.11302,9.603000300520e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.705401836316e-04,-1.127954800280e-04,
33,33,Ex,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\E-Field\E-Field (-0.26379 -0.204294 4.10573)(X) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.316088349422e-03,2.363258296313e-03,
33,33,Ey,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\E-Field\E-Field (-0.26379 -0.204294 4.10573)(Y) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.108571119052e-03,-8.884930587903e-04,
33,33,Ez,-0.263790262171,-0.20429400603,4.10572916667,1D Results\Probes\E-Field\E-Field (-0.26379 -0.204294 4.10573)(Z) [1],-0.26379,-0.204294,4.10573,8.736182713042e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.650023092610e-03,4.941848214231e-04,
34,34,Ex,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\E-Field\E-Field (0.334725 -0.0277313 4.09844)(X) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.544646573562e-04,1.618461775533e-03,
34,34,Ey,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\E-Field\E-Field (0.334725 -0.0277313 4.09844)(Y) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.085968143701e-04,1.354549567903e-04,
34,34,Ez,0.334725310017,-0.0277313077232,4.0984375,1D Results\Probes\E-Field\E-Field (0.334725 -0.0277313 4.09844)(Z) [1],0.334725,-0.0277313,4.09844,2.519160611720e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.009221089557e-03,-5.342135536919e-04,
35,35,Ex,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\E-Field\E-Field (-0.229477 0.248058 4.09115)(X) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.220734414901e-03,2.671123386586e-03,
35,35,Ey,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\E-Field\E-Field (-0.229477 0.248058 4.09115)(Y) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.378975687107e-03,9.672111965586e-04,
35,35,Ez,-0.229477015439,0.248057929627,4.09114583333,1D Results\Probes\E-Field\E-Field (-0.229477 0.248058 4.09115)(Z) [1],-0.229477,0.248058,4.09115,4.167292839711e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.261692646779e-03,3.743436200567e-04,
36,36,Ex,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\E-Field\E-Field (0.00165767 -0.339802 4.08385)(X) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.552970915342e-03,3.432420371616e-03,
36,36,Ey,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\E-Field\E-Field (0.00165767 -0.339802 4.08385)(Y) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.556533451983e-05,1.122071656053e-05,
36,36,Ez,0.00165767044176,-0.339802488015,4.08385416667,1D Results\Probes\E-Field\E-Field (0.00165767 -0.339802 4.08385)(Z) [1],0.00165767,-0.339802,4.08385,4.195151692782e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-8.640057797692e-06,-3.644654837337e-06,
37,37,Ex,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\E-Field\E-Field (0.229464 0.252951 4.07656)(X) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.216681710931e-03,2.722883970067e-03,
37,37,Ey,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\E-Field\E-Field (0.229464 0.252951 4.07656)(Y) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.440040356064e-03,-1.000003979480e-03,
37,37,Ez,0.229464458271,0.25295107429,4.0765625,1D Results\Probes\E-Field\E-Field (0.229464 0.252951 4.07656)(Z) [1],0.229464,0.252951,4.07656,2.542740905614e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.060734042882e-03,-3.095819770095e-04,
38,38,Ex,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\E-Field\E-Field (-0.341613 -0.0316606 4.06927)(X) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.023326152685e-04,1.602125699279e-03,
38,38,Ey,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\E-Field\E-Field (-0.341613 -0.0316606 4.06927)(Y) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.039694610432e-04,-1.586446577279e-04,
38,38,Ez,-0.341612586807,-0.0316605777627,4.06927083333,1D Results\Probes\E-Field\E-Field (-0.341613 -0.0316606 4.06927)(Z) [1],-0.341613,-0.0316606,4.06927,9.304095018316e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.468932019419e-03,3.638792645405e-04,
39,39,Ex,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\E-Field\E-Field (0.27439 -0.208252 4.06198)(X) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.960887416682e-03,2.411698142818e-03,
39,39,Ey,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\E-Field\E-Field (0.27439 -0.208252 4.06198)(Y) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.283778186662e-03,9.281480404414e-04,
39,39,Ez,0.274389676997,-0.20825198212,4.06197916667,1D Results\Probes\E-Field\E-Field (0.27439 -0.208252 4.06198)(Z) [1],0.27439,-0.208252,4.06198,8.939180735676e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.022453124815e-03,-2.764483211146e-04,
40,40,Ex,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\E-Field\E-Field (-0.0618748 0.340119 4.05469)(X) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.259113152869e-03,3.472027109603e-03,
40,40,Ey,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\E-Field\E-Field (-0.0618748 0.340119 4.05469)(Y) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.158195806418e-03,3.673622480918e-04,
40,40,Ez,-0.0618748285048,0.340118777696,4.0546875,1D Results\Probes\E-Field\E-Field (-0.0618748 0.340119 4.05469)(Z) [1],-0.0618748,0.340119,4.05469,2.510026213321e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.123162788553e-04,5.601740276830e-05,
41,41,Ex,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\E-Field\E-Field (-0.184695 -0.293499 4.0474)(X) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.320232466997e-03,3.023778326669e-03,
41,41,Ey,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\E-Field\E-Field (-0.184695 -0.293499 4.0474)(Y) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.277076495307e-03,-9.957303676747e-04,
41,41,Ez,-0.184694868797,-0.293498620819,4.04739583333,1D Results\Probes\E-Field\E-Field (-0.184695 -0.293499 4.0474)(Z) [1],-0.184695,-0.293499,4.0474,4.185944498033e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.530330168299e-04,1.355113502577e-04,
42,42,Ex,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\E-Field\E-Field (0.33533 0.0919 4.0401)(X) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.382838944148e-04,1.665345063548e-03,
42,42,Ey,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\E-Field\E-Field (0.33533 0.0919 4.0401)(Y) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.903402342478e-03,-4.990800741458e-04,
42,42,Ez,0.335329760907,0.0918999851235,4.04010416667,1D Results\Probes\E-Field\E-Field (0.33533 0.0919 4.0401)(Z) [1],0.33533,0.0919,4.0401,4.173550726056e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-8.465786971731e-04,-1.959659995700e-04,
43,43,Ex,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\E-Field\E-Field (-0.310019 0.159097 4.03281)(X) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,7.621275017888e-04,1.891697354022e-03,
43,43,Ey,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\E-Field\E-Field (-0.310019 0.159097 4.03281)(Y) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.868608460221e-03,8.070301774273e-04,
43,43,Ez,-0.310018771595,0.159096515054,4.0328125,1D Results\Probes\E-Field\E-Field (-0.310019 0.159097 4.03281)(Z) [1],-0.310019,0.159097,4.03281,2.556822534102e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.283102952552e-04,1.441104045413e-04,
44,44,Ex,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\E-Field\E-Field (0.121342 -0.327299 4.02552)(X) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.695133657214e-03,3.420396276465e-03,
44,44,Ey,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\E-Field\E-Field (0.121342 -0.327299 4.02552)(Y) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.291101725945e-03,6.851947996112e-04,
44,44,Ez,0.121342016448,-0.327299254674,4.02552083333,1D Results\Probes\E-Field\E-Field (0.121342 -0.327299 4.02552)(Z) [1],0.121342,-0.327299,4.02552,8.715321401607e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.019014559006e-04,-4.715461181298e-05,
45,45,Ex,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\E-Field\E-Field (0.131786 0.323729 4.01823)(X) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.392540339958e-03,3.379554605206e-03,
45,45,Ey,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\E-Field\E-Field (0.131786 0.323729 4.01823)(Y) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.508770284435e-03,-7.429334344030e-04,
45,45,Ez,0.131785818659,0.323728583049,4.01822916667,1D Results\Probes\E-Field\E-Field (0.131786 0.323729 4.01823)(Z) [1],0.131786,0.323729,4.01823,9.493005757065e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.546521090295e-04,-3.513098822257e-05,
46,46,Ex,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\E-Field\E-Field (-0.316125 -0.149818 4.01094)(X) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,5.397315355633e-04,1.870177368831e-03,
46,46,Ey,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\E-Field\E-Field (-0.316125 -0.149818 4.01094)(Y) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.731477690231e-03,-7.784005107057e-04,
46,46,Ez,-0.316125078892,-0.149817574368,4.0109375,1D Results\Probes\E-Field\E-Field (-0.316125 -0.149818 4.01094)(Z) [1],-0.316125,-0.149818,4.01094,2.537200533387e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.153923506942e-04,4.876234556957e-05,
47,47,Ex,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\E-Field\E-Field (0.334446 -0.103113 4.00365)(X) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.963011663569e-04,1.618520820994e-03,
47,47,Ey,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\E-Field\E-Field (0.334446 -0.103113 4.00365)(Y) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.079677970144e-03,5.829325668361e-04,
47,47,Ez,0.334446318417,-0.10311337448,4.00364583333,1D Results\Probes\E-Field\E-Field (0.334446 -0.103113 4.00365)(Z) [1],0.334446,-0.103113,4.00365,4.195564747009e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.730284297152e-05,-1.737123142396e-05,
48,48,Ex,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\E-Field\E-Field (-0.176958 0.301948 3.99635)(X) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.475534026589e-03,3.180109368899e-03,
48,48,Ey,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\E-Field\E-Field (-0.176958 0.301948 3.99635)(Y) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.233114031241e-03,9.537758487772e-04,
48,48,Ez,-0.176958222919,0.301947835297,3.99635416667,1D Results\Probes\E-Field\E-Field (-0.176958 0.301948 3.99635)(Z) [1],-0.176958,0.301948,3.99635,4.175878212883e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-4.097988535966e-05,-9.766796701679e-06,
49,49,Ex,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\E-Field\E-Field (-0.0734474 -0.342032 3.98906)(X) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.322356502063e-03,3.622210790583e-03,
49,49,Ey,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\E-Field\E-Field (-0.0734474 -0.342032 3.98906)(Y) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-1.386067145651e-03,-4.718584694717e-04,
49,49,Ez,-0.0734474433527,-0.342031934414,3.9890625,1D Results\Probes\E-Field\E-Field (-0.0734474 -0.342032 3.98906)(Z) [1],-0.0734474,-0.342032,3.98906,2.501235890863e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.212078660628e-05,-1.337164703610e-05,
50,50,Ex,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\E-Field\E-Field (0.284949 0.202415 3.98177)(X) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.678622967967e-03,2.281741331609e-03,
50,50,Ey,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\E-Field\E-Field (0.284949 0.202415 3.98177)(Y) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.298963773361e-03,-9.459249405073e-04,
50,50,Ez,0.284949194234,0.202414560217,3.98177083333,1D Results\Probes\E-Field\E-Field (0.284949 0.202415 3.98177)(Z) [1],0.284949,0.202415,3.98177,9.620679928943e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.178657559487e-04,7.748603035994e-05,
51,51,Ex,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\E-Field\E-Field (-0.346389 0.0431697 3.97448)(X) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.273046095592e-04,1.663024134224e-03,
51,51,Ey,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\E-Field\E-Field (-0.346389 0.0431697 3.97448)(Y) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,9.327072827322e-04,2.378616093475e-04,
51,51,Ez,-0.346388597228,0.0431697437643,3.97447916667,1D Results\Probes\E-Field\E-Field (-0.346389 0.0431697 3.97448)(Z) [1],-0.346389,0.0431697,3.97448,9.265956433722e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-5.598500356082e-04,-1.285036835928e-04,
52,52,Ex,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\E-Field\E-Field (0.22586 -0.26535 3.96719)(X) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.311590276151e-03,2.860438341461e-03,
52,52,Ey,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\E-Field\E-Field (0.22586 -0.26535 3.96719)(Y) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.606477346921e-03,1.098549504827e-03,
52,52,Ez,0.225860178959,-0.265349805737,3.9671875,1D Results\Probes\E-Field\E-Field (0.22586 -0.26535 3.96719)(Z) [1],0.22586,-0.26535,3.96719,2.513914166467e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,4.536085620789e-04,1.191988091053e-04,
53,53,Ex,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\E-Field\E-Field (0.0126711 0.347464 3.9599)(X) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.537592004705e-03,3.566181721560e-03,
53,53,Ey,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\E-Field\E-Field (0.0126711 0.347464 3.9599)(Y) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-2.300934229251e-04,-1.033513470228e-04,
53,53,Ez,0.0126711182461,0.34746380902,3.95989583333,1D Results\Probes\E-Field\E-Field (0.0126711 0.347464 3.9599)(Z) [1],0.0126711,0.347464,3.9599,4.171084411830e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.249130216185e-05,9.078261208261e-06,
54,54,Ex,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\E-Field\E-Field (-0.243407 -0.246995 3.9526)(X) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.831322167534e-03,2.731799292394e-03,
54,54,Ey,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\E-Field\E-Field (-0.243407 -0.246995 3.9526)(Y) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.581617087647e-03,-1.056036836335e-03,
54,54,Ez,-0.243406860154,-0.246995415772,3.95260416667,1D Results\Probes\E-Field\E-Field (-0.243407 -0.246995 3.9526)(Z) [1],-0.243407,-0.246995,3.9526,4.189697142963e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-7.001029149038e-04,-1.906874916825e-04,
55,55,Ex,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\E-Field\E-Field (0.34525 0.0176529 3.94531)(X) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-6.625671599033e-04,1.646411980717e-03,
55,55,Ey,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\E-Field\E-Field (0.34525 0.0176529 3.94531)(Y) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-3.668233776370e-04,-1.037366532663e-04,
55,55,Ez,0.345250131755,0.0176528713454,3.9453125,1D Results\Probes\E-Field\E-Field (0.34525 0.0176529 3.94531)(Z) [1],0.34525,0.0176529,3.94531,2.503633452736e-06,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,1.187117472065e-03,2.927217066229e-04,
56,56,Ex,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\E-Field\E-Field (-0.265551 0.219411 3.93802)(X) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,2.281556302679e-03,2.412282154230e-03,
56,56,Ey,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\E-Field\E-Field (-0.265551 0.219411 3.93802)(Y) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,3.355276339573e-03,9.758568636115e-04,
56,56,Ez,-0.265550843829,0.219411331159,3.93802083333,1D Results\Probes\E-Field\E-Field (-0.265551 0.219411 3.93802)(Z) [1],-0.265551,0.219411,3.93802,9.102167618786e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,-9.938354266168e-04,-2.736580235122e-04,
57,57,Ex,0.047406362772,-0.339785503543,3.93072916667,1D Results\Probes\E-Field\E-Field (0.0474064 -0.339786 3.93073)(X) [1],0.0474064,-0.339786,3.93073,9.707184792109e-07,value_read,3D:RunID:0,3D:RunID:0,500,1001,1.2,1.2,0.0,6.433191359814e-03,3.477756741973e-03,
