sample_id,frequency_hz,lmax,lambda_reg,include_l0,mode_count,sensor_count,nearfield_row_count,farfield_row_count,farfield_shape,basis_condition,nearfield_fit_relative_error,theta_fit_relative_error,phi_fit_relative_error,correlation,nmse,main_lobe_error_deg,raw_peak_angular_distance_deg,peak_error_db,farfield_complex_component_status,farfield_total_complex_correlation_abs,farfield_total_complex_relative_l2_error,theta_farfield_complex_correlation_abs,phi_farfield_complex_correlation_abs,theta_farfield_error_to_total_norm,phi_farfield_error_to_total_norm,theta_true_energy_fraction,phi_true_energy_fraction,theta_pred_energy_fraction,phi_pred_energy_fraction,true_peak_theta_deg,true_peak_phi_deg,pred_peak_theta_deg,pred_peak_phi_deg
L1_halfwave_dipole_z_1p2G,1200000000.0,5,1e-08,False,35,162,324,2664,37x72,634.5728907361449,0.01534460335272384,0.015344603352720861,0.054773082538772354,0.9995235153060721,0.0004197569683837871,4.777777999999965,4.777777999999965,-0.022745363741370834,available,0.9997908993089515,0.020455582690970957,0.9997908993089492,0.9985152889163039,0.02045558269096849,1.013914932749745e-08,0.9999999999999698,3.464398955429654e-14,0.9999999999999698,3.45305714638766e-14,88.0,315.0,83.222222,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,5,1e-06,False,35,162,324,2664,37x72,634.5728907361449,0.015344603891760036,0.015344603891757057,0.05477308807256097,0.99952327821351,0.00041993867701187036,4.777777999999965,4.777777999999965,-0.022742256656473545,available,0.9997909000516879,0.020455547318025194,0.9997909000516856,0.9985153205627139,0.02045554731802273,1.0139041212051322e-08,0.9999999999999698,3.464398955429654e-14,0.9999999999999698,3.4530552424990874e-14,88.0,315.0,83.222222,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,6,0.0,False,48,162,324,2664,37x72,4531.203507096949,0.009225976416904442,0.009225976416902615,0.03325715985262407,0.9997749946261654,0.0007356579543818433,0.0,8.537736462515939e-07,0.10285121683300902,available,0.9998904511189676,0.014801844291829834,0.9998904511189655,0.9994202321395168,0.014801844291828497,6.337543195863984e-09,0.9999999999999698,3.464398955429654e-14,0.9999999999999701,3.4596708172541694e-14,88.0,315.0,88.0,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-10,False,48,162,324,2664,37x72,4531.203507096949,0.00922597641690752,0.009225976416905693,0.03325715985276178,0.9997749951331342,0.0007356557607835528,0.0,8.537736462515939e-07,0.1028510506606238,available,0.9998904511303287,0.014801843522507055,0.9998904511303267,0.9994202326229653,0.01480184352250572,6.337540556960889e-09,0.9999999999999698,3.464398955429654e-14,0.99999999999997,3.459670808875851e-14,88.0,315.0,88.0,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-08,False,48,162,324,2664,37x72,4531.203507096949,0.009225976448959143,0.009225976448957316,0.03325716122380403,0.999775045315876,0.0007354386221372824,0.0,8.537736462515939e-07,0.10283460035909181,available,0.9998904522545643,0.014801767393588289,0.999890452254562,0.9994202802611568,0.014801767393586955,6.337280518509461e-09,0.9999999999999698,3.464398955429654e-14,0.99999999999997,3.459669981617227e-14,88.0,315.0,88.0,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-06,False,48,162,324,2664,37x72,4531.203507096949,0.009226293939037384,0.009226293939035558,0.03326630212831818,0.9997799929056373,0.000713998679107526,0.0,8.537736462515939e-07,0.10119720781119437,available,0.9998905596609239,0.01479449193978331,0.9998905596609216,0.9994233993786802,0.014794491939781985,6.320232551423058e-09,0.9999999999999698,3.464398955429654e-14,0.9999999999999701,3.459603941270994e-14,88.0,315.0,88.0,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,8,0.0,False,80,162,324,2664,37x72,520842.3818404845,0.002922485638606974,0.0029224856386063647,0.010780880481268367,0.9976834508230202,0.013558882734826578,0.0,175.99999999999986,0.5141866430009525,available,0.999803482298733,0.019840114416715866,0.9998034822987311,0.9984752305106078,0.01984011441671327,1.0284868689615376e-08,0.9999999999999698,3.464398955429654e-14,0.9999999999999694,3.4667454337859e-14,88.0,315.0,88.0,135.0
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-10,False,80,162,324,2664,37x72,520842.3818404845,0.0029224955547745048,0.002922495554773893,0.010806227708423929,0.9976940257185254,0.013504006351229966,0.0,175.99999999999986,0.5130828549864628,available,0.9998041855620677,0.019804561570659823,0.9998041855620657,0.999019175883733,0.019804561570658175,8.24573287018697e-09,0.9999999999999698,3.464398955429654e-14,0.9999999999999699,3.462981358247596e-14,88.0,315.0,88.0,135.0
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-08,False,80,162,324,2664,37x72,520842.3818404845,0.002993384765148158,0.00299338476514749,0.011399074932642698,0.9984943521960609,0.009223064501580341,0.0,8.537736462515939e-07,0.41978614489093213,available,0.9998572760630333,0.016906530824586326,0.9998572760630312,0.9998814638435454,0.01690653082458615,2.8666207293152375e-09,0.9999999999999698,3.464398955429654e-14,0.99999999999997,3.4577448542257106e-14,88.0,315.0,88.0,315.0
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-06,False,80,162,324,2664,37x72,520842.3818404845,0.005006506973737862,0.0050065069737375125,0.01145600163660259,0.9998657615853577,0.00012991980280858693,0.0,2.3888890000000864,-0.019818476350651072,available,0.9999386965247707,0.011074291878558061,0.9999386965247685,0.9998735842504296,0.011074291878557713,2.96023702010515e-09,0.9999999999999698,3.464398955429654e-14,0.9999999999999698,3.460307630868394e-14,88.0,315.0,85.611111,315.0
