sample_id,frequency_hz,status,local_nearfield,out_dir,sensor_count,tangential_to_total_l2_ratio,normal_to_total_l2_ratio,dynamic_range_db,best_variant,best_status,correlation,nmse,scaled_power_nmse,main_lobe_error_deg,main_lobe_region_error_deg,main_lobe_region_jaccard,main_lobe_region_min_capture,best_power_scale
L1_halfwave_dipole_z_1p2G,1200000000.0,ok,data\cst_exports\level1_meshsafe_huygens\L1_halfwave_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\sampling_layouts\cst_meshsafe_huygens_extrapolation_batch\L1_halfwave_dipole_z_1p2G,96,0.9865729376733651,0.1633212743354234,12.614743324600571,electric_only_outgoing,physics_proxy_pass,0.9867729808113306,0.018414191337736092,0.014089624998699545,0.0,0.0,0.7291666666666666,0.7542340832141957,13573.707363088051
L1_short_dipole_z_1p2G,1200000000.0,ok,data\cst_exports\level1_meshsafe_huygens\L1_short_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\sampling_layouts\cst_meshsafe_huygens_extrapolation_batch\L1_short_dipole_z_1p2G,96,0.9913486553594127,0.13125487997436247,12.537516052661271,outgoing_equivalence_minus,region_shape_pass,0.9989445663610194,0.0037631287870546343,0.0006964637367260091,139.52260287822136,0.0,0.9189814814814815,0.9302475179104308,0.7210527748450808
