sample_id,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,radius_m,frequency_hz,polarization,e_real,e_imag,source_config,carrier_model,working_state,cst_project,cst_farfield_item,extraction_method
L1_short_dipole_x_1p2G,14,0.2359653030897844,-1.33822573347368,12.92878463978755,6.000000000000001,280.0,13.0,1200000000,Ey,-3.611306924216189e-07,8.108134541973144e-08,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,14,0.2359653030897844,-1.33822573347368,12.92878463978755,6.000000000000001,280.0,13.0,1200000000,Ez,3.496890867694352e-06,-7.850203926312863e-07,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,15,0.6794350112397477,-1.176815959908374,12.92878463978755,6.000000000000001,300.0,13.0,1200000000,Ex,-0.0001931643614921002,4.343718725118556e-05,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,15,0.6794350112397477,-1.176815959908374,12.92878463978755,6.000000000000001,300.0,13.0,1200000000,Ey,-9.142060351987339e-07,2.056196195595308e-07,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,15,0.6794350112397477,-1.176815959908374,12.92878463978755,6.000000000000001,300.0,13.0,1200000000,Ez,1.006798252854e-05,-2.264000072225298e-06,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,16,1.040954829641378,-0.873464813624289,12.92878463978755,6.000000000000001,320.0,13.0,1200000000,Ex,-0.0001923974719948496,4.350694504414922e-05,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,16,1.040954829641378,-0.873464813624289,12.92878463978755,6.000000000000001,320.0,13.0,1200000000,Ey,-1.038471564213065e-06,2.348953575446854e-07,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,16,1.040954829641378,-0.873464813624289,12.92878463978755,6.000000000000001,320.0,13.0,1200000000,Ez,1.542063038926272e-05,-3.487071135689595e-06,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,17,1.276920132731163,-0.4647609198493926,12.92878463978755,6.000000000000001,339.9999999999999,13.0,1200000000,Ex,-0.0001916861663767316,4.37269558994971e-05,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,17,1.276920132731163,-0.4647609198493926,12.92878463978755,6.000000000000001,339.9999999999999,13.0,1200000000,Ey,-6.756126584460458e-07,1.542004516977114e-07,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,17,1.276920132731163,-0.4647609198493926,12.92878463978755,6.000000000000001,339.9999999999999,13.0,1200000000,Ez,1.890772670925389e-05,-4.313179122477798e-06,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
L1_short_dipole_x_1p2G,18,3.58328562562099,0.0,12.49640204719815,16.0,0.0,13.0,1200000000,Ex,-0.0001788264784074843,4.077683773654725e-05,orientation_x_short,level1_source_family_meshsafe_huygens,single_source_on,C:\csttmp\huy_sf_safe_efield96_s\L1_short_dipole_x_1p2G_efield96.cst,Farfields\farfield_1200MHz [1],"FarfieldPlot linear E-field, spherical-to-Cartesian at measurement radius"
