sample_id,field_kind,status,real_cst_api_used,project_exists,solver_start_ok,elapsed_seconds,timeout_seconds,poll_count,result_tree_count_after,probe_result_count,has_nearfield_artifact,has_farfield_artifact,artifact_count,max_time_steps,time_step_width_ns,excitation_duration_ns,steady_state_accuracy_db,open_boundary_warning,farfield_adjusted_to_model_box,save_project_ok,save_project_error,source_project,trial_project,summary_path
L1_short_dipole_x_1p2G,efield,timed_out,True,True,True,609.3600000000006,600.0,31,788,770,False,False,0,1457297,0.0004065228069,29.6212396,-40.0,True,True,False,RuntimeError('Failed to save project'),C:\csttmp\huy_sf_e\projects\CST_L1_short_dipole_x_1p2G_meshsafe_huygens_r0p35.cst,C:\csttmp\huy_sf_es\L1_short_dipole_x_1p2G_efield.cst,outputs\cst_solver_trials\meshsafe_huygens_source_family\L1_short_dipole_x_1p2G_efield_solver_summary.json
