sample_id,frequency_hz,variant,variant_family,impedance_ohm,impedance_factor_to_eta0,calibration_mode,hfield_j_scale,uses_real_hfield,model_note,sensor_count,farfield_points,farfield_shape,electric_current_l2,magnetic_current_l2,predicted_peak_power,reference_peak_power,best_power_scale,scaled_power_nmse,nmse,correlation,main_lobe_error_deg,peak_error_db,main_lobe_region_threshold,reference_lobe_region_points,predicted_lobe_region_points,main_lobe_region_jaccard,reference_lobe_region_capture,predicted_lobe_region_precision,main_lobe_region_min_capture,true_peak_to_pred_region_error_deg,pred_peak_to_true_region_error_deg,main_lobe_region_error_deg,status
L1_short_dipole_x_1p2G,1200000000.0,electric_only_outgoing,electric_only_outgoing,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=0",24,2664,37x72,7.82793225417503e-05,0.0,9.694800924531789e-11,3.9429401543613114e-08,1178.775772069378,0.3844297651069618,0.6485049303449925,0.4121997690441854,115.25139524367955,-26.09281289840697,0.75,1678,25,0.014898688915375448,0.015684616668079146,1.0,0.015684616668079146,5.534027986139145,8.537736462515939e-07,5.534027986139145,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,hfield_electric_only,hfield_electric_only,376.730313668,1.0,real_hfield_only,1.0,True,"J=n_cross_H_t from real CST H-field, M=0",24,2664,37x72,7.975518284953957e-05,0.0,1.0134707983632413e-10,3.9429401543613114e-08,1127.0965174077826,0.3917183403848478,0.6525415647836345,0.40164173260147357,115.25139524367955,-25.900089457684103,0.75,1678,24,0.014302741358760428,0.015050312298780648,1.0,0.015050312298780648,109.21805991609571,8.537736462515939e-07,109.21805991609571,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_plus_j96,eh_love_equivalence_plus,376.730313668,1.0,real_eh_j_scale_scan,96.0,True,"J=96*(n_cross_H_t) from real CST H-field, M=-n_cross_E_t from real CST E-field",24,2664,37x72,0.007656497553555798,0.02949019373487181,1.5000300294073315e-05,3.9429401543613114e-08,0.005394552963924622,0.5984668108680962,0.704028960405885,-0.30013186088220456,93.78210290687454,25.80279767937174,0.75,1678,19,0.0005896226415094339,0.0006046615176362175,0.04741219428273072,0.0006046615176362175,79.94143829632996,36.461717204692704,79.94143829632996,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_plus,eh_love_equivalence_plus,376.730313668,1.0,real_eh_surface_currents,1.0,True,"J=1*(n_cross_H_t) from real CST H-field, M=-n_cross_E_t from real CST E-field",24,2664,37x72,7.975518284953957e-05,0.02949019373487181,1.3600497855479864e-05,3.9429401543613114e-08,0.005887623368756766,0.6012646531113,0.7039985524111112,-0.37524081212377963,93.78210290687454,25.377346208708552,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,outgoing_equivalence_plus,outgoing_equivalence_plus,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=-n_cross_E_t",24,2664,37x72,7.82793225417503e-05,0.02949019373487181,1.359992720193742e-05,3.9429401543613114e-08,0.005887379248233713,0.6012871325191678,0.7039986128437266,-0.375252322044934,93.78210290687454,25.377163982376373,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,magnetic_only_plus,magnetic_only_plus,376.730313668,1.0,not_used,,False,"J=0, M=-n_cross_E_t; eta_eff not used",24,2664,37x72,0.0,0.02949019373487181,1.3586485165584023e-05,3.9429401543613114e-08,0.005891862154733943,0.6010883998881069,0.7038056643147944,-0.37572516182215004,93.78210290687454,25.372869335027815,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,magnetic_only_minus,magnetic_only_minus,376.730313668,1.0,not_used,,False,"J=0, M sign flipped; eta_eff not used",24,2664,37x72,0.0,0.02949019373487181,1.3586485165584023e-05,3.9429401543613114e-08,0.005891862154733943,0.6010883998881069,0.7038056643147944,-0.37572516182215004,93.78210290687454,25.372869335027815,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,outgoing_equivalence_minus,outgoing_equivalence_minus,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M sign flipped",24,2664,37x72,7.82793225417503e-05,0.02949019373487181,1.3573057569098408e-05,3.9429401543613114e-08,0.005896324154233267,0.6008850837236125,0.7036084604405314,-0.37619087513849175,93.78210290687454,25.36857505688696,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_minus,eh_love_equivalence_minus,376.730313668,1.0,real_eh_surface_currents,1.0,True,"J=1*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",24,2664,37x72,7.975518284953957e-05,0.02949019373487181,1.3572487518867681e-05,3.9429401543613114e-08,0.005896078981540771,0.6009074283587753,0.7036083793389005,-0.3762022154336744,93.78210290687454,25.36839265519354,0.75,1678,22,0.0,0.0,0.0,0.0,79.88035864860096,36.461717204692704,79.88035864860096,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_minus_j96,eh_love_equivalence_minus,376.730313668,1.0,real_eh_j_scale_scan,96.0,True,"J=96*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",24,2664,37x72,0.007656497553555798,0.02949019373487181,1.2688173123419173e-05,3.9429401543613114e-08,0.0061677726854063725,0.5625475616222283,0.6702372604933077,-0.3848954163800241,98.3507522812755,25.075789102973136,0.75,1678,30,0.0,0.0,0.0,0.0,69.91095233984443,35.176993876192604,69.91095233984443,diagnostic_only
