candidate,method,sensor_count,mean_correlation,min_correlation,mean_nmse,max_nmse,mean_main_lobe_error_deg,mean_stable_condition
full_grid_162,full_grid,162,0.9963037428415125,0.9926081196114998,0.008892872572274285,0.01778445165053833,0.0,1.1898036316783183
geometric_farthest_120,geometric_farthest,120,0.9956340658744756,0.9920453948075454,0.009338183338576157,0.018161070650453397,0.0,1.0227451286745506
fibonacci_snap_120,fibonacci_snap,120,0.9939462194611628,0.9907438485953146,0.010537753914452167,0.01919618162376248,0.0,1.0365917215786662
dictionary_weighted_120,dictionary_weighted,120,0.9934714295939557,0.9895655939779555,0.010959612141696514,0.020190539755106696,0.0,1.0644934033779256
dictionary_weighted_81,dictionary_weighted,81,0.9957818580863713,0.992143848123366,0.00918707565272148,0.017991266128087713,0.0,1.098049713695058
task_driven_48,task_driven,48,0.9772016317408615,0.9769596295817796,0.02450870664884554,0.03362219519103939,66.89794590396092,1.0552428165453296
