sensor_count,component_rows_expected,prior_id,center_x_m,center_y_m,center_z_m,mean_local_radius_m,min_local_radius_m,max_local_radius_m,total_field_l2,tangential_field_l2,normal_field_l2,normal_to_total_l2_ratio,tangential_to_total_l2_ratio,min_sensor_field_abs,max_sensor_field_abs,median_sensor_field_abs,dynamic_range_db,hfield_available,h_component_rows_expected,h_total_field_l2,h_tangential_field_l2,h_normal_field_l2,h_normal_to_total_l2_ratio,h_tangential_to_total_l2_ratio,h_min_sensor_field_abs,h_max_sensor_field_abs,h_median_sensor_field_abs,h_dynamic_range_db,tangential_e_to_h_impedance_ohm,tangential_e_to_h_eta0_ratio
96,288,level1_local_sphere_r0p35,0.0002139373624773002,0.00027010371789093257,4.0,0.34999977386881903,0.34966454014096365,0.35033939990871715,0.059539724199097914,0.05878098848780911,0.009474922168583005,0.15913614475101245,0.9872566471965569,0.001827344867397092,0.007477333030389905,0.0063614166962936355,12.238524124896715,True,288,0.0001575558541496798,0.00015746567185031423,5.330043673773351e-06,0.0338295501778674,0.9994276169562071,2.8346799798236854e-06,2.0595043858037202e-05,1.6629819287040845e-05,17.225173693305504,373.293987172556,0.9908785505950224
