sample_id,frequency_hz,theta_deg,phi_deg,reference_power,predicted_power,reference_power_norm,predicted_power_norm,predicted_e_theta_real,predicted_e_theta_imag,predicted_e_phi_real,predicted_e_phi_imag
L1_short_dipole_x_1p2G,1200000000.0,2.0,0.0,3.936494803863294e-08,1.304375707885332e-06,0.9983653440717613,0.9806472513140116,0.00057161479422091,-0.0009887506878691798,-1.483436641645496e-07,2.0712666414065402e-06
L1_short_dipole_x_1p2G,1200000000.0,2.0,5.0,3.936526342162356e-08,1.3047382497921915e-06,0.9983733427473249,0.9809198152097501,0.0005696194729518393,-0.0009848710902876847,-5.003379296925664e-05,8.830323268667457e-05
L1_short_dipole_x_1p2G,1200000000.0,2.0,10.0,3.9366298802067355e-08,1.30511132045253e-06,0.9983996018434123,0.9812002947643718,0.0005632664238783905,-0.0009734963216152133,-9.956627860023442e-05,0.00017387847523810666
L1_short_dipole_x_1p2G,1200000000.0,2.0,14.999999999999998,3.9368021523335014e-08,1.305490118817722e-06,0.9984432931296153,0.9814850804847605,0.0005526011024732296,-0.0009547100721882276,-0.00014836317796600374,0.00025814566788786246
L1_short_dipole_x_1p2G,1200000000.0,2.0,20.0,3.937037802112699e-08,1.3058692178273215e-06,0.9985030581196918,0.9817700922336702,0.0005377028643895013,-0.0009286524829508464,-0.00019604701621651237,0.0003404628919522323
L1_short_dipole_x_1p2G,1200000000.0,2.0,25.0,3.9373295460437915e-08,1.306242688814364e-06,0.9985770495879036,0.9820508727593076,0.0005186844324441574,-0.0008955191873097634,-0.00024224854957734942,0.00042020253895256026
L1_short_dipole_x_1p2G,1200000000.0,2.0,29.999999999999996,3.937668395803161e-08,1.3066042446196656e-06,0.9986629879349502,0.9823226952905938,0.0004956910670451765,-0.0008555599254283344,-0.0002866097966732751,0.0004967561264073615
L1_short_dipole_x_1p2G,1200000000.0,2.0,35.0,3.938043932293928e-08,1.306947396920633e-06,0.9987582306918944,0.9825806818190851,0.0004688994449006008,-0.0008090767366962527,-0.0003287869857748654,0.0005695389886693996
L1_short_dipole_x_1p2G,1200000000.0,2.0,40.0,3.938444623163857e-08,1.3072656228835703e-06,0.9988598530483701,0.9828199283904254,0.0004385162550867468,-0.0007564217398205987,-0.0003684533864273581,0.0006379948044187006
L1_short_dipole_x_1p2G,1200000000.0,2.0,45.0,3.9388581741194505e-08,1.3075525360304068e-06,0.9989647369521077,0.9830356335642569,0.00040477652568894466,-0.0006979945138704411,-0.00040530199516148886,0.0007015999227526163
