sensor_count,component_rows_expected,prior_id,center_x_m,center_y_m,center_z_m,mean_local_radius_m,min_local_radius_m,max_local_radius_m,total_field_l2,tangential_field_l2,normal_field_l2,normal_to_total_l2_ratio,tangential_to_total_l2_ratio,min_sensor_field_abs,max_sensor_field_abs,median_sensor_field_abs,dynamic_range_db,hfield_available,h_component_rows_expected,h_total_field_l2,h_tangential_field_l2,h_normal_field_l2,h_normal_to_total_l2_ratio,h_tangential_to_total_l2_ratio,h_min_sensor_field_abs,h_max_sensor_field_abs,h_median_sensor_field_abs,h_dynamic_range_db,tangential_e_to_h_impedance_ohm,tangential_e_to_h_eta0_ratio
96,288,level1_local_sphere_r0p35,0.0002139373624773002,0.00027010371789093257,4.0,0.34999977386881903,0.34966454014096365,0.35033939990871715,0.05924407293319524,0.05849825910878634,0.009370904916552049,0.1581745557419535,0.9874111655819158,0.0018437205241257917,0.00745134376303489,0.006364258790059918,12.130790190467017,True,288,0.00015825298406366172,0.0001581830601373424,4.703876129268021e-06,0.029723775239370868,0.9995581509774805,2.6904534296577133e-06,2.0449244855683398e-05,1.6864410422460774e-05,17.61703592180653,369.813677001793,0.9816403500985524
