sample_id,frequency_hz,lmax,lambda_reg,include_l0,mode_count,sensor_count,nearfield_row_count,farfield_row_count,farfield_shape,basis_condition,nearfield_fit_relative_error,theta_fit_relative_error,phi_fit_relative_error,correlation,nmse,main_lobe_error_deg,raw_peak_angular_distance_deg,peak_error_db,true_peak_theta_deg,true_peak_phi_deg,pred_peak_theta_deg,pred_peak_phi_deg,candidate,candidate_method,requested_sensor_count,missing_sensor_count,layout_path,component_sample_count,channel_count,mode_sensor_ratio,is_component_underdetermined
L1_halfwave_dipole_z_1p2G,1200000000.0,3,1e-10,False,15,162,324,2664,37x72,20.146665301904548,0.06300954892032451,0.06300954892006358,0.9992529124061382,0.9898423863231295,0.010429521244916178,10.765715048331622,10.765715048331622,-0.1032098772549068,88.0,315.0,78.444444,320.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.09259259259259259,False
L1_halfwave_dipole_z_1p2G,1200000000.0,3,1e-08,False,15,162,324,2664,37x72,20.146665301904548,0.06300954892032469,0.06300954892006376,0.9992529124061382,0.9898423858005726,0.010429521880806664,10.765715048331622,10.765715048331622,-0.10320991426501522,88.0,315.0,78.444444,320.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.09259259259259259,False
L1_halfwave_dipole_z_1p2G,1200000000.0,3,1e-06,False,15,162,324,2664,37x72,20.146665301904548,0.06300954892141054,0.06300954892114963,0.9992529124061401,0.9898423335446606,0.010429585470142222,10.765715048331622,10.765715048331622,-0.10321361527295637,88.0,315.0,78.444444,320.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.09259259259259259,False
L1_halfwave_dipole_z_1p2G,1200000000.0,4,0.0,False,24,162,324,2664,37x72,105.11189274628238,0.01908390252702832,0.019083902526719147,0.5977262937172642,0.9996618649723537,0.0003011540520321281,0.0,8.537736462515939e-07,0.024725371355527458,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.14814814814814814,False
L1_halfwave_dipole_z_1p2G,1200000000.0,4,1e-10,False,24,162,324,2664,37x72,105.11189274628238,0.01908390252702832,0.019083902526719144,0.5977262937172642,0.9996618649776172,0.00030115404158832554,0.0,8.537736462515939e-07,0.02472536884040636,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.14814814814814814,False
L1_halfwave_dipole_z_1p2G,1200000000.0,4,1e-08,False,24,162,324,2664,37x72,105.11189274628238,0.01908390252703407,0.019083902526724893,0.5977262937172643,0.9996618654987358,0.0003011530076602656,0.0,8.537736462515939e-07,0.02472511984473,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.14814814814814814,False
L1_halfwave_dipole_z_1p2G,1200000000.0,4,1e-06,False,24,162,324,2664,37x72,105.11189274628238,0.019083902584471634,0.019083902584162454,0.5977262937179446,0.9996619176010286,0.0003010496492301888,0.0,8.537736462515939e-07,0.024700220442800225,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.14814814814814814,False
L1_halfwave_dipole_z_1p2G,1200000000.0,5,0.0,False,35,162,324,2664,37x72,634.5728907361449,0.015344603352669918,0.015344603352666939,0.05477308253821322,0.9995235177005116,0.0004197551333100159,4.777777999999965,4.777777999999965,-0.022745395136042377,88.0,315.0,83.222222,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.21604938271604937,False
L1_halfwave_dipole_z_1p2G,1200000000.0,5,1e-10,False,35,162,324,2664,37x72,634.5728907361449,0.015344603352669925,0.015344603352666946,0.05477308253821328,0.9995235176765673,0.000419755151660748,4.777777999999965,4.777777999999965,-0.022745394822118604,88.0,315.0,83.222222,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.21604938271604937,False
L1_halfwave_dipole_z_1p2G,1200000000.0,5,1e-08,False,35,162,324,2664,37x72,634.5728907361449,0.01534460335272384,0.015344603352720861,0.054773082538772354,0.9995235153060721,0.0004197569683837871,4.777777999999965,4.777777999999965,-0.022745363741370834,88.0,315.0,83.222222,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.21604938271604937,False
L1_halfwave_dipole_z_1p2G,1200000000.0,5,1e-06,False,35,162,324,2664,37x72,634.5728907361449,0.015344603891760036,0.015344603891757057,0.05477308807256097,0.99952327821351,0.00041993867701187036,4.777777999999965,4.777777999999965,-0.022742256656473545,88.0,315.0,83.222222,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.21604938271604937,False
L1_halfwave_dipole_z_1p2G,1200000000.0,6,0.0,False,48,162,324,2664,37x72,4531.203507096949,0.009225976416904442,0.009225976416902615,0.03325715985262407,0.9997749946261654,0.0007356579543818433,0.0,8.537736462515939e-07,0.10285121683300902,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.2962962962962963,False
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-10,False,48,162,324,2664,37x72,4531.203507096949,0.00922597641690752,0.009225976416905693,0.03325715985276178,0.9997749951331342,0.0007356557607835528,0.0,8.537736462515939e-07,0.1028510506606238,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.2962962962962963,False
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-08,False,48,162,324,2664,37x72,4531.203507096949,0.009225976448959143,0.009225976448957316,0.03325716122380403,0.999775045315876,0.0007354386221372824,0.0,8.537736462515939e-07,0.10283460035909181,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.2962962962962963,False
L1_halfwave_dipole_z_1p2G,1200000000.0,6,1e-06,False,48,162,324,2664,37x72,4531.203507096949,0.009226293939037384,0.009226293939035558,0.03326630212831818,0.9997799929056373,0.000713998679107526,0.0,8.537736462515939e-07,0.10119720781119437,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.2962962962962963,False
L1_halfwave_dipole_z_1p2G,1200000000.0,8,0.0,False,80,162,324,2664,37x72,520842.3818404845,0.002922485638606974,0.0029224856386063647,0.010780880481268367,0.9976834508230202,0.013558882734826578,0.0,175.99999999999986,0.5141866430009525,88.0,315.0,88.0,135.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.49382716049382713,False
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-10,False,80,162,324,2664,37x72,520842.3818404845,0.0029224955547745048,0.002922495554773893,0.010806227708423929,0.9976940257185254,0.013504006351229966,0.0,175.99999999999986,0.5130828549864628,88.0,315.0,88.0,135.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.49382716049382713,False
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-08,False,80,162,324,2664,37x72,520842.3818404845,0.002993384765148158,0.00299338476514749,0.011399074932642698,0.9984943521960609,0.009223064501580341,0.0,8.537736462515939e-07,0.41978614489093213,88.0,315.0,88.0,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.49382716049382713,False
L1_halfwave_dipole_z_1p2G,1200000000.0,8,1e-06,False,80,162,324,2664,37x72,520842.3818404845,0.005006506973737862,0.0050065069737375125,0.01145600163660259,0.9998657615853577,0.00012991980280858693,0.0,2.3888890000000864,-0.019818476350651072,88.0,315.0,85.611111,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.49382716049382713,False
L1_halfwave_dipole_z_1p2G,1200000000.0,10,0.0,False,120,162,324,2664,37x72,1.1688896130392148e+16,7.607742309188192e-10,5.353877873238866e-10,0.0029724857695108083,0.9912783316689645,0.012677047321941281,171.222222,171.222222,0.37054113909238084,88.0,315.0,83.222222,135.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.7407407407407407,False
L1_halfwave_dipole_z_1p2G,1200000000.0,10,1e-10,False,120,162,324,2664,37x72,1.1688896130392148e+16,4.75508965935921e-06,4.75508962286262e-06,0.0032400164110186593,0.9913158212228831,0.012618888083373496,171.222222,171.222222,0.36951180251034177,88.0,315.0,83.222222,135.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.7407407407407407,False
L1_halfwave_dipole_z_1p2G,1200000000.0,10,1e-08,False,120,162,324,2664,37x72,1.1688896130392148e+16,0.00039374325282456147,0.00039374325282348085,0.0050886067834042415,0.9941384375992307,0.008236194433391736,4.777777999999965,4.777777999999965,0.28489961655114066,88.0,315.0,83.222222,315.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.7407407407407407,False
L1_halfwave_dipole_z_1p2G,1200000000.0,10,1e-06,False,120,162,324,2664,37x72,1.1688896130392148e+16,0.002164062687252914,0.002164062687252635,0.006423151763108224,0.9999754695264582,5.4280509810545215e-05,0.0,89.93021516313712,0.02387421717233782,88.0,315.0,88.0,45.0,full_grid_162,full_grid,162,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,162,324,0.7407407407407407,False
L1_short_dipole_z_1p2G,1200000000.0,2,0.0,False,8,120,240,2664,37x72,3.4046296554534177,0.10775372236549491,0.10775372236549409,0.1725812039361263,0.9457606460238608,0.03848820541976418,89.27977186613245,89.27977186613245,0.10320210220012811,88.0,185.0,68.888889,95.0,geometric_farthest_120,geometric_farthest,120,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,120,240,0.06666666666666667,False
L1_short_dipole_z_1p2G,1200000000.0,2,1e-10,False,8,120,240,2664,37x72,3.4046296554534177,0.10775372236549491,0.10775372236549409,0.17258120393612625,0.9457606460223918,0.03848820542043628,89.27977186613245,89.27977186613245,0.10320210199492616,88.0,185.0,68.888889,95.0,geometric_farthest_120,geometric_farthest,120,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,120,240,0.06666666666666667,False
L1_short_dipole_z_1p2G,1200000000.0,2,1e-08,False,8,120,240,2664,37x72,3.4046296554534177,0.10775372236549491,0.10775372236549409,0.17258120393612625,0.9457606458769714,0.03848820548697053,89.27977186613245,89.27977186613245,0.10320208168069,88.0,185.0,68.888889,95.0,geometric_farthest_120,geometric_farthest,120,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,120,240,0.06666666666666667,False
L1_short_dipole_z_1p2G,1200000000.0,2,1e-06,False,8,120,240,2664,37x72,3.4046296554534177,0.10775372236570369,0.10775372236570287,0.17258120393622045,0.9457606313349157,0.03848821214039358,89.27977186613245,89.27977186613245,0.10320005025761567,88.0,185.0,68.888889,95.0,geometric_farthest_120,geometric_farthest,120,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,120,240,0.06666666666666667,False
L1_short_dipole_z_1p2G,1200000000.0,3,0.0,False,15,120,240,2664,37x72,14.526317755566946,0.05689156844441148,0.05689156844441055,0.11814141867455703,0.9856328927320047,0.009506215339325094,113.67221336279349,113.67221336279349,0.151641601683017,88.0,185.0,76.055556,70.0,geometric_farthest_120,geometric_farthest,120,0,data\sampling_layouts\hemisphere_sampling_candidates.csv,120,240,0.125,False
