sample_id,priority,cst_project,frequency_hz,source_type,orientation_axis,center_x_m,center_y_m,center_z_m,orientation_x,orientation_y,orientation_z,length_m,feed_gap_m,start_x_m,start_y_m,start_z_m,end_x_m,end_y_m,end_z_m,nearfield_monitor,farfield_monitor,nearfield_export,farfield_export,expected_nearfield_rows,expected_farfield_rows,min_correlation,max_main_lobe_error_deg,max_nmse,post_export_command
L1_halfwave_dipole_z_1p2G,required,CST_L1_halfwave_dipole_z_1p2G.cst,1200000000,halfwave_dipole,z,0.0,0.0,4.0,0.0,0.0,1.0,0.1249135241666666,0.002,0.0,0.0,3.9375432379166666,0.0,0.0,4.062456762083333,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_halfwave_dipole_z_1p2G_nearfield.csv,data/cst_exports/level1/L1_halfwave_dipole_z_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_halfwave_dipole_z_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_halfwave_dipole_z_1p2G_farfield.csv --sample-id L1_halfwave_dipole_z_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_halfwave_dipole_z_1p2G
L1_short_dipole_z_1p2G,required,CST_L1_short_dipole_z_1p2G.cst,1200000000,short_dipole,z,0.0,0.0,4.0,0.0,0.0,1.0,0.0124913524166666,0.0006245676208333,0.0,0.0,3.993754323791667,0.0,0.0,4.006245676208334,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_short_dipole_z_1p2G_nearfield.csv,data/cst_exports/level1/L1_short_dipole_z_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_short_dipole_z_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_short_dipole_z_1p2G_farfield.csv --sample-id L1_short_dipole_z_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_short_dipole_z_1p2G
L1_short_dipole_x_1p2G,recommended,CST_L1_short_dipole_x_1p2G.cst,1200000000,short_dipole,x,0.0,0.0,4.0,1.0,0.0,0.0,0.0124913524166666,0.0006245676208333,-0.0062456762083333,0.0,4.0,0.0062456762083333,0.0,4.0,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_short_dipole_x_1p2G_nearfield.csv,data/cst_exports/level1/L1_short_dipole_x_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_short_dipole_x_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_short_dipole_x_1p2G_farfield.csv --sample-id L1_short_dipole_x_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_short_dipole_x_1p2G
L1_short_dipole_y_1p2G,recommended,CST_L1_short_dipole_y_1p2G.cst,1200000000,short_dipole,y,0.0,0.0,4.0,0.0,1.0,0.0,0.0124913524166666,0.0006245676208333,0.0,-0.0062456762083333,4.0,0.0,0.0062456762083333,4.0,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_short_dipole_y_1p2G_nearfield.csv,data/cst_exports/level1/L1_short_dipole_y_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_short_dipole_y_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_short_dipole_y_1p2G_farfield.csv --sample-id L1_short_dipole_y_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_short_dipole_y_1p2G
L1_halfwave_dipole_x_1p2G,optional,CST_L1_halfwave_dipole_x_1p2G.cst,1200000000,halfwave_dipole,x,0.0,0.0,4.0,1.0,0.0,0.0,0.1249135241666666,0.002,-0.0624567620833333,0.0,4.0,0.0624567620833333,0.0,4.0,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_halfwave_dipole_x_1p2G_nearfield.csv,data/cst_exports/level1/L1_halfwave_dipole_x_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_halfwave_dipole_x_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_halfwave_dipole_x_1p2G_farfield.csv --sample-id L1_halfwave_dipole_x_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_halfwave_dipole_x_1p2G
L1_halfwave_dipole_y_1p2G,optional,CST_L1_halfwave_dipole_y_1p2G.cst,1200000000,halfwave_dipole,y,0.0,0.0,4.0,0.0,1.0,0.0,0.1249135241666666,0.002,0.0,-0.0624567620833333,4.0,0.0,0.0624567620833333,4.0,nearfield_hemisphere_1200MHz,farfield_1200MHz,data/cst_exports/level1/L1_halfwave_dipole_y_1p2G_nearfield.csv,data/cst_exports/level1/L1_halfwave_dipole_y_1p2G_farfield.csv,486,2664,0.95,5.0,0.01,python src\run_cst_reconstruction.py --nearfield data/cst_exports/level1/L1_halfwave_dipole_y_1p2G_nearfield.csv --farfield data/cst_exports/level1/L1_halfwave_dipole_y_1p2G_farfield.csv --sample-id L1_halfwave_dipole_y_1p2G --frequency-hz 1200000000 --out-dir outputs\cst_reconstruction\L1_halfwave_dipole_y_1p2G
