sample_id,frequency_hz,variant,variant_family,impedance_ohm,impedance_factor_to_eta0,calibration_mode,hfield_j_scale,uses_real_hfield,model_note,sensor_count,farfield_points,farfield_shape,electric_current_l2,magnetic_current_l2,predicted_peak_power,reference_peak_power,best_power_scale,scaled_power_nmse,nmse,correlation,main_lobe_error_deg,peak_error_db,main_lobe_region_threshold,reference_lobe_region_points,predicted_lobe_region_points,main_lobe_region_jaccard,reference_lobe_region_capture,predicted_lobe_region_precision,main_lobe_region_min_capture,true_peak_to_pred_region_error_deg,pred_peak_to_true_region_error_deg,main_lobe_region_error_deg,status
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_plus_j96,eh_love_equivalence_plus,376.730313668,1.0,real_eh_j_scale_scan,96.0,True,"J=96*(n_cross_H_t) from real CST H-field, M=-n_cross_E_t from real CST E-field",72,2664,37x72,0.014186490320465865,0.054675797437241117,4.122927995312812e-06,3.9429401543613114e-08,0.017686665761346795,0.16823637685040174,0.3436908039463361,0.6433533998310815,108.36901564520647,20.193855647160838,0.75,1678,95,0.056615017878426696,0.060032048873801674,1.0,0.060032048873801674,83.22003856206753,0.0,83.22003856206753,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,outgoing_equivalence_plus,outgoing_equivalence_plus,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=-n_cross_E_t",72,2664,37x72,0.0001451324606849208,0.054675797437241117,4.090019771985105e-06,3.9429401543613114e-08,0.018186147807359925,0.17226098802553738,0.3550342903861841,0.6317503545039643,107.79986118758491,20.159052220446124,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_plus,eh_love_equivalence_plus,376.730313668,1.0,real_eh_surface_currents,1.0,True,"J=1*(n_cross_H_t) from real CST H-field, M=-n_cross_E_t from real CST E-field",72,2664,37x72,0.0001477759408381861,0.054675797437241117,4.090223408518552e-06,3.9429401543613114e-08,0.01818380595650376,0.17230483990956166,0.3550358872667201,0.6317336729042746,107.79986118758491,20.159268444391685,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,magnetic_only_plus,magnetic_only_plus,376.730313668,1.0,not_used,,False,"J=0, M=-n_cross_E_t; eta_eff not used",72,2664,37x72,0.0,0.054675797437241117,4.090299738951846e-06,3.9429401543613114e-08,0.01818447341989581,0.1723439954602613,0.3550892277891967,0.6316115908684474,107.79986118758491,20.159349490274412,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,magnetic_only_minus,magnetic_only_minus,376.730313668,1.0,not_used,,False,"J=0, M sign flipped; eta_eff not used",72,2664,37x72,0.0,0.054675797437241117,4.090299738951846e-06,3.9429401543613114e-08,0.01818447341989581,0.1723439954602613,0.3550892277891967,0.6316115908684474,107.79986118758491,20.159349490274412,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_minus,eh_love_equivalence_minus,376.730313668,1.0,real_eh_surface_currents,1.0,True,"J=1*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",72,2664,37x72,0.0001477759408381861,0.054675797437241117,4.090379483201536e-06,3.9429401543613114e-08,0.01818504288208586,0.1723830452782759,0.35514060536111697,0.6314895845603845,107.79986118758491,20.159434159252783,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,outgoing_equivalence_minus,outgoing_equivalence_minus,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M sign flipped",72,2664,37x72,0.0001451324606849208,0.054675797437241117,4.090582589300337e-06,3.9429401543613114e-08,0.018182702543561694,0.17242696673632596,0.35514223634905095,0.6314728603734221,107.79986118758491,20.15964980102495,0.75,1678,91,0.054231227651966626,0.057396598907887376,1.0,0.057396598907887376,94.14269236160655,8.537736462515939e-07,94.14269236160655,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,eh_love_equivalence_minus_j96,eh_love_equivalence_minus,376.730313668,1.0,real_eh_j_scale_scan,96.0,True,"J=96*(n_cross_H_t) from real CST H-field, M contribution sign flipped for convention check",72,2664,37x72,0.014186490320465865,0.054675797437241117,4.113522189705352e-06,3.9429401543613114e-08,0.017799429702220152,0.1755723048404739,0.3511470459717247,0.6204591490657475,107.79986118758491,20.183936589418433,0.75,1678,124,0.07389749702026222,0.07840799136610453,1.0,0.07840799136610453,89.87948310578051,8.537736462515939e-07,89.87948310578051,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,hfield_electric_only,hfield_electric_only,376.730313668,1.0,real_hfield_only,1.0,True,"J=n_cross_H_t from real CST H-field, M=0",72,2664,37x72,0.0001477759408381861,0.0,1.000440161854416e-11,3.9429401543613114e-08,6290.788400720088,0.20938418087164606,0.31967438308291973,0.5754741859435845,92.3222613754133,-35.95629067629194,0.75,1678,295,0.17580452920143028,0.18626822426808098,1.0,0.18626822426808098,9.993892773450362,0.0,9.993892773450362,diagnostic_only
L1_short_dipole_x_1p2G,1200000000.0,electric_only_outgoing,electric_only_outgoing,376.730313668,1.0,fixed_eta0,,False,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=0",72,2664,37x72,0.0001451324606849208,0.0,1.0271442391231439e-11,3.9429401543613114e-08,6349.858385327871,0.22707605853062018,0.3479528420184657,0.5563873947970189,91.97803736643185,-35.841887507410476,0.75,1678,266,0.15852205005959474,0.16838942895358236,1.0,0.16838942895358236,14.990809903517066,0.0,14.990809903517066,diagnostic_only
