sensor_count,component_rows_expected,prior_id,center_x_m,center_y_m,center_z_m,mean_local_radius_m,min_local_radius_m,max_local_radius_m,total_field_l2,tangential_field_l2,normal_field_l2,normal_to_total_l2_ratio,tangential_to_total_l2_ratio,min_sensor_field_abs,max_sensor_field_abs,median_sensor_field_abs,dynamic_range_db,hfield_available,h_component_rows_expected,h_total_field_l2,h_tangential_field_l2,h_normal_field_l2,h_normal_to_total_l2_ratio,h_tangential_to_total_l2_ratio,h_min_sensor_field_abs,h_max_sensor_field_abs,h_median_sensor_field_abs,h_dynamic_range_db,tangential_e_to_h_impedance_ohm,tangential_e_to_h_eta0_ratio
32,96,level1_local_sphere_r0p35,0.005870752502628123,-0.0034157167238062468,3.9933919270834375,0.349828927185171,0.3405763678579811,0.3588535075236523,0.03470299290848269,0.03425288435847179,0.005571142605548977,0.16053781356095037,0.9870296907474838,0.0021333278101660874,0.00745134376303489,0.006352994057285139,10.8635400976035,True,96,9.187754001703948e-05,9.181704261771633e-05,3.3336233319257543e-06,0.036283332480468077,0.9993415431093178,3.0335747017155316e-06,2.0449244855683398e-05,1.719534033672574e-05,16.574451624458224,373.0558443391054,0.9902464197979758
