sample_id,frequency_hz,theta_deg,phi_deg,reference_power,predicted_power,reference_power_norm,predicted_power_norm,predicted_e_theta_real,predicted_e_theta_imag,predicted_e_phi_real,predicted_e_phi_imag
L1_short_dipole_x_1p2G,1200000000.0,2.0,0.0,3.936494803863294e-08,3.5509837057192705e-12,0.9983653440717613,0.1308441456644102,-1.272752860770283e-06,-4.1585373057024713e-07,-1.2680656223170897e-06,3.8750369467749777e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,5.0,3.936526342162356e-08,3.625393455729518e-12,0.9983733427473249,0.13358594370575633,-1.4002110524569489e-06,-4.130677354486517e-07,-1.1477738307438423e-06,4.204672920666364e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,10.0,3.9366298802067355e-08,3.6971145196945306e-12,0.9983996018434123,0.13622867093808075,-1.5139006615377499e-06,-4.063760570870702e-07,-1.0162890193464369e-06,4.552300913519645e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,14.999999999999998,3.9368021523335014e-08,3.764816371864042e-12,0.9984432931296153,0.1387233010859889,-1.6127650436205137e-06,-3.9532028986539616e-07,-8.753431131997614e-07,4.912245805476892e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,20.0,3.937037802112699e-08,3.827261065858229e-12,0.9985030581196918,0.1410242191734995,-1.6960082606158254e-06,-3.7953658952202014e-07,-7.267685728371202e-07,5.278034336108472e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,25.0,3.9373295460437915e-08,3.883338734463906e-12,0.9985770495879036,0.14309052959552257,-1.7631044842233887e-06,-3.587667695362596e-07,-5.724534575552473e-07,5.642559314573872e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,29.999999999999996,3.937668395803161e-08,3.932097370251903e-12,0.9986629879349502,0.1448871534530658,-1.813798584435363e-06,-3.3286666620110046e-07,-4.142960780600258e-07,5.998254809429347e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,35.0,3.938043932293928e-08,3.972765819084166e-12,0.9987582306918944,0.14638567580178394,-1.848098126236977e-06,-3.0181174566603715e-07,-2.54161082441654e-07,6.337278195200575e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,40.0,3.938444623163857e-08,4.004769324274455e-12,0.9988598530483701,0.14756491841225988,-1.8662573954343273e-06,-2.6569997839114343e-07,-9.383868999998868e-08,6.651695122321585e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,45.0,3.9388581741194505e-08,4.027737383520292e-12,0.9989647369521077,0.14841122927669748,-1.868754420672248e-06,-2.2475205516076356e-07,6.499142465600799e-08,6.93366372966283e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,50.0,3.939271903387892e-08,4.041504093256117e-12,0.9990696660791665,0.148918495297404,-1.8562622379112148e-06,-1.793090623203533e-07,2.2079037190851587e-07,7.175614741631972e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,55.0,3.939673127928828e-08,4.046101528496465e-12,0.9991714237841348,0.14908789835191588,-1.8296158460140357e-06,-1.2982776981388595e-07,3.7218350910624674e-07,7.370424480620653e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,59.99999999999999,3.9400495496217144e-08,4.041747018377286e-12,0.9992668910441362,0.14892744643111058,-1.789776422946561e-06,-7.687371145486377e-08,5.17976569672673e-07,7.511578262916409e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,65.0,3.9403896297588357e-08,4.028825412617098e-12,0.9993531414369415,0.14845132020626167,-1.7377944113971706e-06,-2.1112250804639518e-08,6.571642593597075e-07,7.593322101820969e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,70.0,3.9406829403978976e-08,4.0078675829441135e-12,0.9994275302502583,0.14767908086477294,-1.6747730443417497e-06,3.6702172640190104e-08,7.889314629614004e-07,7.610801075862218e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,75.0,3.9409204819246076e-08,3.979526463778365e-12,0.9994877750212694,0.1466347872741144,-1.6018337724876409e-06,9.573843268685941e-08,9.126475213763554e-07,7.560183088580837e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,80.0,3.9410949571433766e-08,3.94455191173569e-12,0.9995320250509271,0.14534606962253835,-1.5200848864668459e-06,1.5510257650160942e-07,1.0278543158154752e-06,7.438767007326071e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,85.0,3.941200993616678e-08,3.903765562653141e-12,0.999558917793183,0.1438432029684669,-1.430594408916541e-06,2.138530155720931e-07,1.1342491230381975e-06,7.245074288422963e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,90.0,3.941235307421482e-08,3.8580367007209785e-12,0.9995676203865425,0.1421582180832694,-1.334368078322288e-06,2.710169319509413e-07,1.2316633755480422e-06,6.978923156225208e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,95.0,3.941196803409046e-08,3.80825994288349e-12,0.9995578550817372,0.14032407918178685,-1.23233297160357e-06,3.2560780176913713e-07,1.3200385695092435e-06,6.641484204733649e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,100.0,3.941086608860835e-08,3.755335300832242e-12,0.9995299077774675,0.13837394926070695,-1.125327029934791e-06,3.7664394260401726e-07,1.3994006096722688e-06,6.235315955739279e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,105.00000000000001,3.940908039571366e-08,3.7001509314545855e-12,0.9994846194184059,0.13634055449924434,-1.014094475763281e-06,4.231679771634132e-07,1.46983386674382e-06,5.764378483039753e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,110.0,3.940666499336431e-08,3.643568643236591e-12,0.9994233605036167,0.1342556502092875,-8.992868507941003e-07,4.6426706864712525e-07,1.5314561531712787e-06,5.234022765608251e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,115.0,3.94036931592361e-08,3.5864120084782477e-12,0.9993479894857501,0.13214958280268044,-7.814691754535025e-07,4.99093720979197e-07,1.5843957054433214e-06,4.6509530479910297e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,119.99999999999999,3.940025518529704e-08,3.5294567548630485e-12,0.9992607963302756,0.1300509357465484,-6.611305382717566e-07,5.268868505559636e-07,1.6287711038598533e-06,4.0231592582188153e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,125.00000000000001,3.9396455634170775e-08,3.4734229874924524e-12,0.9991644329319608,0.12798624296630404,-5.386982743069044e-07,5.469927290841024e-07,1.6646748745760157e-06,3.359816558023191e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,130.0,3.939241016169388e-08,3.418968732646605e-12,0.9990618325292532,0.12597975095069122,-4.1455478791495087e-07,5.588852766639674e-07,1.6921613142317886e-06,2.671149464350165e-07
L1_short_dipole_x_1p2G,1200000000.0,2.0,135.0,3.9388242000950265e-08,3.3666843011951116e-12,0.9989561205331173,0.12405321105871658,-2.890560169861489e-07,5.621850608009721e-07,1.711238864825414e-06,1.968258752360819e-07
