sample_id,frequency_hz,status,local_nearfield,out_dir,sensor_count,tangential_to_total_l2_ratio,normal_to_total_l2_ratio,dynamic_range_db,best_variant,best_variant_family,best_impedance_ohm,best_impedance_factor_to_eta0,best_calibration_mode,best_status,correlation,nmse,scaled_power_nmse,main_lobe_error_deg,main_lobe_region_error_deg,main_lobe_region_jaccard,main_lobe_region_min_capture,best_power_scale
L1_halfwave_dipole_z_1p2G,1200000000.0,ok,data\cst_exports\level1_meshsafe_huygens\L1_halfwave_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\sampling_layouts\cst_meshsafe_huygens_impedance_lower_scan\L1_halfwave_dipole_z_1p2G,96,0.9865729376733651,0.1633212743354234,12.614743324600571,outgoing_equivalence_minus_eta0p0312,outgoing_equivalence_minus,11.772822302125,0.03125,scalar_impedance_scan,region_shape_pass,0.9989985078768625,0.002497601530353148,0.0008012910468817934,24.984524595905555,0.0,0.9111111111111111,0.9241479246409939,0.02845153626268817
L1_short_dipole_z_1p2G,1200000000.0,ok,data\cst_exports\level1_meshsafe_huygens\L1_short_dipole_z_1p2G_level1_local_sphere_r0p35_local_efield.csv,data\sampling_layouts\cst_meshsafe_huygens_impedance_lower_scan\L1_short_dipole_z_1p2G,96,0.9913486553594127,0.13125487997436247,12.537516052661271,outgoing_equivalence_minus_eta0p0625,outgoing_equivalence_minus,23.54564460425,0.0625,scalar_impedance_scan,region_shape_pass,0.9989454730423357,0.003727167827732869,0.0006959354012775051,139.52260287822136,0.0,0.9189814814814815,0.9302475179104308,0.7206550069844742
