sample_id,frequency_hz,theta_deg,phi_deg,reference_power,predicted_power,reference_power_norm,predicted_power_norm,predicted_e_theta_real,predicted_e_theta_imag,predicted_e_phi_real,predicted_e_phi_imag
L1_short_dipole_x_1p2G,1200000000.0,2.0,0.0,3.936494803863294e-08,1.316732074246473e-06,0.9983653440717613,0.934186246499733,-0.0006901212950091489,0.0009167641147371438,-1.7619324103586505e-06,-2.26405516075413e-06
L1_short_dipole_x_1p2G,1200000000.0,2.0,5.0,3.936526342162356e-08,1.3170491728028313e-06,0.9983733427473249,0.9344112194581113,-0.0006878158568753632,0.0009131133052248541,5.8480021433144805e-05,-8.22356294325185e-05
L1_short_dipole_x_1p2G,1200000000.0,2.0,10.0,3.9366298802067355e-08,1.3174069684750497e-06,0.9983996018434123,0.9346650659334733,-0.0006802625857798844,0.0009025208161579312,0.00011830265977286946,-0.0001615872518344234
L1_short_dipole_x_1p2G,1200000000.0,2.0,14.999999999999998,3.9368021523335014e-08,1.3178012535681966e-06,0.9984432931296153,0.9349448006786215,-0.000667516033575591,0.0008850662400546615,0.00017724783415489235,-0.0002397176557757293
L1_short_dipole_x_1p2G,1200000000.0,2.0,20.0,3.937037802112699e-08,1.3182270735225323e-06,0.9985030581196918,0.93524690856572,-0.0006496708909084125,0.0008608809542296929,0.00023486359573391614,-0.00031603462005342205
L1_short_dipole_x_1p2G,1200000000.0,2.0,25.0,3.9373295460437915e-08,1.318678824240454e-06,0.9985770495879036,0.935567413637164,-0.0006268613410414383,0.000830147178502932,0.0002907077685952353,-0.0003899594064132628
L1_short_dipole_x_1p2G,1200000000.0,2.0,29.999999999999996,3.937668395803161e-08,1.3191503671639463e-06,0.9986629879349502,0.9359019607499567,-0.0005992600835382677,0.0007930966563540644,0.00034435145913589836,-0.0004609311073388687
L1_short_dipole_x_1p2G,1200000000.0,2.0,35.0,3.938043932293928e-08,1.319635159009623e-06,0.9987582306918944,0.9362459076192585,-0.000567077034192097,0.0007500089667660154,0.000395382468123071,-0.0005284108723077159
L1_short_dipole_x_1p2G,1200000000.0,2.0,40.0,3.938444623163857e-08,1.3201263926063128e-06,0.9988598530483701,0.9365944247388927,-0.0005305577115828059,0.0007012094766917699,0.0004434085728471571,-0.0005918859810889516
L1_short_dipole_x_1p2G,1200000000.0,2.0,45.0,3.9388581741194505e-08,1.3206171449226925e-06,0.9989647369521077,0.9369426004029981,-0.0004899813244731783,0.0006470669468142228,0.00048806064819031003,-0.0006508737332376967
L1_short_dipole_x_1p2G,1200000000.0,2.0,50.0,3.939271903387892e-08,1.3211005281348127e-06,0.9990696660791665,0.9372855478844059,-0.00044565857780723493,0.0005879908060224641,0.0005289955973879138,-0.0007049251237818828
L1_short_dipole_x_1p2G,1200000000.0,2.0,55.0,3.939673127928828e-08,1.3215698394740608e-06,0.9991714237841348,0.9376185117477664,-0.0003979292182518842,0.0005244281127714087,0.0005658990656966833,-0.0007536282762172241
L1_short_dipole_x_1p2G,1200000000.0,2.0,59.99999999999999,3.9400495496217144e-08,1.3220187056249832e-06,0.9992668910441362,0.9379369702959499,-0.00034715934295676123,0.0004568602241910224,0.0005984879130091177,-0.0007966116053365861
L1_short_dipole_x_1p2G,1200000000.0,2.0,65.0,3.9403896297588357e-08,1.3224412176075358e-06,0.9993531414369415,0.9382367312653997,-0.00029373849744642816,0.000385799196427131,0.000626512424567724,-0.0008335466841298708
L1_short_dipole_x_1p2G,1200000000.0,2.0,70.0,3.9406829403978976e-08,1.3228320523771711e-06,0.9994275302502583,0.9385140180981492,-0.00023807659028125821,0.00031178394218462355,0.0006497582422291644,-0.0008641507910013753
L1_short_dipole_x_1p2G,1200000000.0,2.0,75.0,3.9409204819246076e-08,1.3231865777999358e-06,0.9994877750212694,0.9387655444188479,-0.000180600653329683,0.00023537617375910677,0.0006680480021056751,-0.0008881891158565084
L1_short_dipole_x_1p2G,1200000000.0,2.0,80.0,3.9410949571433766e-08,1.3235009381918607e-06,0.9995320250509271,0.9389885747226768,-0.00012175147720705597,0.00015715616193676989,0.0006812426677738274,-0.000905476606191161
L1_short_dipole_x_1p2G,1200000000.0,2.0,85.0,3.941200993616678e-08,1.3237721182333821e-06,0.999558917793183,0.9391809697209224,-6.198015169627162e-05,7.771834296928804e-05,0.0006892425515060089,-0.0009158794371469883
L1_short_dipole_x_1p2G,1200000000.0,2.0,90.0,3.941235307421482e-08,1.3239979837577552e-06,0.9995676203865425,0.9393412152792668,-1.7445408272522985e-06,-2.333192648787526e-06,0.0006919880190810529,-0.0009193160925358596
L1_short_dipole_x_1p2G,1200000000.0,2.0,95.0,3.941196803409046e-08,1.3241772986407677e-06,0.9995578550817372,0.9394684344005896,5.849427817952099e-05,-8.238929468977894e-05,0.0006894598766164498,-0.0009157580470394869
L1_short_dipole_x_1p2G,1200000000.0,2.0,100.0,3.941086608860835e-08,1.3243097177610195e-06,0.9995299077774675,0.9395623822304725,0.00011827558363654486,-0.00016184039525407053,0.0006816794405030289,-0.0009052300431028223
L1_short_dipole_x_1p2G,1200000000.0,2.0,105.00000000000001,3.940908039571366e-08,1.324395756729042e-06,0.9994846194184059,0.9396234245808198,0.00017714255824127832,-0.00024008116218700903,0.000668708293899795,-0.0008878099594064812
L1_short_dipole_x_1p2G,1200000000.0,2.0,110.0,3.940666499336431e-08,1.3244367397745186e-06,0.9994233605036167,0.9396525009572314,0.0002346457915748719,-0.0003165151275561928,0.0006506477353635619,-0.0008636282711705747
L1_short_dipole_x_1p2G,1200000000.0,2.0,115.0,3.94036931592361e-08,1.324434727811447e-06,0.9993479894857501,0.9396510735231568,0.0002903467108886075,-0.0003905592551388049,0.0006276379270638077,-0.0008328671058602824
