sample_id,frequency_hz,polarization,row_count,reference_l2_norm,candidate_l2_norm,complex_correlation_abs,relative_l2_error,scaled_relative_l2_error,amplitude_ratio_db,phase_offset_deg,optimal_scale_abs,optimal_scale_phase_deg,max_abs_error
L1_halfwave_dipole_z_1p2G,1200000000.0,all,486,0.39788990772835037,0.39788990772835037,0.9999999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_halfwave_dipole_z_1p2G,1200000000.0,ex,162,0.12953578874517724,0.12953578874517724,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_halfwave_dipole_z_1p2G,1200000000.0,ey,162,0.1295357887364145,0.1295357887364145,0.9999999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_halfwave_dipole_z_1p2G,1200000000.0,ez,162,0.3532100473410616,0.3532100473410616,0.9999999999999999,0.0,1.6614756777775395e-16,0.0,0.0,0.9999999999999999,0.0,0.0
L1_short_dipole_z_1p2G,1200000000.0,all,486,0.0018004968130625643,0.0018004968130625643,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_short_dipole_z_1p2G,1200000000.0,ex,162,0.0006292180415795897,0.0006292180415795897,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_short_dipole_z_1p2G,1200000000.0,ey,162,0.0006292180415430992,0.0006292180415430992,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L1_short_dipole_z_1p2G,1200000000.0,ez,162,0.0015652341953189825,0.0015652341953189825,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
